"ESTRATO","DEPARTAMENTO","SEXO","EDAD","ESTADO_CIVIL","EDUCACION","FORMAL","HORAS_TRAB_SEM","BUSC_TRAB","TRAB_VEN","INGRESO_D_P","INGRESO_E_P","INGRESO_D_S","INGRESO_E_S","REMESAS_V","REMESAS_O"
3,"LIMA",1,27,5,6,2,48,2,1,350,0,NA,NA,1,NA
3,"LIMA",1,32,2,8,NA,44,1,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,29,2,8,NA,24,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,51,3,9,NA,30,1,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,33,5,10,NA,67,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,23,1,6,2,46,2,1,450,0,NA,NA,1,NA
3,"LIMA",2,28,6,9,2,66,1,1,200,0,NA,NA,NA,NA
4,"LIMA",1,30,1,9,2,69,1,1,230,0,NA,NA,1,NA
4,"LIMA",1,47,2,6,2,77,2,1,500,0,NA,NA,1,NA
4,"LIMA",2,23,6,9,2,66,2,2,450,0,NA,NA,NA,NA
4,"LIMA",2,21,6,9,2,66,2,2,450,0,NA,NA,NA,NA
5,"LIMA",2,38,5,10,2,7,2,1,25,0,NA,NA,NA,NA
2,"LIMA",2,36,2,10,2,50,2,2,930,0,NA,NA,NA,NA
2,"LIMA",1,56,2,10,2,54,2,1,250,0,NA,NA,2,NA
2,"LIMA",2,53,6,10,2,42,2,1,250,0,NA,NA,NA,NA
2,"LIMA",1,22,1,4,2,66,2,2,350,0,NA,NA,NA,NA
2,"LIMA",2,28,1,5,NA,42,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,42,1,6,NA,70,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,29,1,10,2,66,2,1,600,0,NA,NA,NA,NA
4,"LIMA",2,31,6,6,2,60,2,2,500,0,NA,NA,NA,NA
4,"LIMA",2,50,6,11,2,66,2,1,1200,0,NA,NA,NA,NA
3,"LIMA",1,29,1,5,NA,54,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,30,1,10,2,48,2,1,500,0,NA,NA,1,NA
3,"LIMA",1,24,6,8,2,48,2,1,350,0,NA,NA,1,NA
3,"LIMA",1,31,1,6,2,60,2,2,500,0,NA,NA,NA,NA
3,"LIMA",2,31,1,6,NA,28,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,41,1,8,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,26,1,3,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,28,1,4,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,36,1,3,NA,84,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,35,1,3,NA,42,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,37,6,3,2,72,2,2,250,0,NA,NA,NA,NA
3,"LIMA",2,49,6,5,1,66,2,1,930,0,NA,NA,1,NA
3,"LIMA",1,28,6,6,2,66,2,2,300,0,NA,NA,NA,NA
3,"LIMA",1,19,6,9,1,72,2,2,450,0,NA,NA,1,NA
3,"LIMA",1,65,2,NA,NA,24,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,53,2,NA,NA,24,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,31,6,10,2,0,2,1,930,0,NA,NA,NA,NA
4,"LIMA",2,44,2,10,2,54,2,1,1000,0,NA,NA,NA,NA
4,"LIMA",2,60,6,5,2,36,2,1,250,0,NA,NA,1,NA
4,"LIMA",2,31,6,10,2,40,2,1,250,0,NA,NA,NA,NA
4,"LIMA",1,56,1,6,2,60,2,1,300,0,NA,NA,NA,NA
4,"LIMA",2,43,1,9,2,56,2,2,200,0,NA,NA,NA,NA
4,"LIMA",1,18,6,5,2,48,2,2,460,0,NA,NA,NA,NA
4,"LIMA",1,26,1,6,2,72,2,2,250,0,NA,NA,NA,NA
3,"LIMA",1,40,2,11,NA,60,2,1,NA,NA,NA,NA,3,NA
3,"LIMA",2,34,2,10,NA,60,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,63,6,4,NA,48,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,37,6,5,2,12,2,1,50,0,NA,NA,3,NA
3,"LIMA",1,39,1,4,NA,54,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,38,1,9,NA,24,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,54,2,10,1,58,2,2,450,0,40,0,NA,NA
3,"LIMA",2,28,2,9,2,72,2,2,400,0,NA,NA,NA,NA
3,"LIMA",1,29,2,9,2,60,2,2,300,0,NA,NA,1,NA
3,"LIMA",2,26,2,9,2,60,2,2,250,0,NA,NA,NA,NA
3,"LIMA",1,41,2,4,1,72,2,2,1300,0,NA,NA,2,NA
3,"LIMA",2,36,2,4,2,60,1,2,240,0,NA,NA,2,NA
3,"LIMA",1,27,1,4,1,54,2,1,300,0,NA,NA,NA,NA
3,"LIMA",2,23,1,9,NA,54,2,1,NA,NA,920,0,2,NA
3,"LIMA",1,50,6,9,2,48,2,1,900,0,NA,NA,NA,NA
3,"LIMA",2,41,1,7,NA,84,2,1,NA,NA,NA,NA,3,NA
3,"LIMA",1,16,6,6,2,48,2,2,240,0,NA,NA,NA,NA
3,"LIMA",1,33,6,4,NA,60,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,32,6,8,NA,60,1,1,NA,NA,NA,NA,1,1
3,"LIMA",1,31,6,8,NA,60,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,31,1,10,NA,49,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,31,1,10,1,45,2,1,1200,0,NA,NA,2,NA
3,"LIMA",1,44,6,10,NA,16,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,44,6,11,NA,12,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,33,1,9,1,60,2,1,400,0,NA,NA,1,NA
4,"LIMA",1,34,1,8,NA,63,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",2,25,1,8,1,48,2,1,1500,0,NA,NA,NA,NA
4,"LIMA",1,59,2,4,2,36,2,1,1000,0,NA,NA,2,NA
4,"LIMA",2,54,2,10,NA,48,1,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,28,1,6,NA,70,2,2,NA,NA,NA,NA,3,NA
4,"LIMA",1,58,1,6,2,72,2,2,80,0,NA,NA,NA,NA
4,"LIMA",1,19,6,6,2,68,2,1,250,0,NA,NA,NA,NA
4,"LIMA",1,31,1,9,2,30,2,1,160,0,NA,NA,NA,NA
4,"LIMA",1,45,2,10,2,60,2,1,300,0,NA,NA,1,NA
4,"LIMA",2,43,2,10,2,60,2,2,250,0,NA,NA,2,NA
4,"LIMA",2,45,6,10,NA,42,1,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,31,6,10,NA,42,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",2,35,6,10,NA,65,2,1,NA,NA,280,0,1,NA
4,"LIMA",2,24,6,8,2,64,2,1,50,0,480,0,NA,NA
4,"LIMA",1,53,2,6,2,70,2,2,280,0,NA,NA,NA,NA
4,"LIMA",1,28,6,6,1,60,2,2,480,0,NA,NA,NA,NA
3,"LIMA",2,43,2,10,1,72,2,1,700,0,NA,NA,2,NA
3,"LIMA",1,48,2,9,2,20,2,1,500,0,NA,NA,1,NA
3,"LIMA",2,22,6,6,1,72,2,2,700,0,NA,NA,NA,NA
3,"LIMA",2,19,6,6,1,72,2,2,650,0,NA,NA,NA,NA
2,"LIMA",2,30,1,10,2,72,2,1,600,0,NA,NA,NA,NA
2,"LIMA",1,34,1,6,2,84,2,1,150,0,NA,NA,NA,NA
2,"LIMA",2,24,1,9,2,56,2,1,250,0,NA,NA,1,NA
2,"LIMA",1,18,6,6,2,72,2,1,220,0,NA,NA,NA,NA
2,"LIMA",1,27,1,9,2,60,1,1,300,0,NA,NA,NA,NA
2,"LIMA",1,30,1,8,2,84,2,1,750,0,NA,NA,2,NA
2,"LIMA",2,22,1,4,1,48,2,2,930,0,NA,NA,2,NA
2,"LIMA",2,29,1,6,2,60,1,2,320,60,NA,NA,1,NA
2,"LIMA",1,26,6,NA,2,0,2,1,600,0,NA,NA,2,3
2,"LIMA",2,43,6,8,2,60,2,1,240,60,360,130,1,NA
2,"LIMA",1,35,1,9,NA,33,1,1,NA,NA,NA,NA,NA,1
2,"LIMA",2,29,6,9,2,66,2,1,270,48,NA,NA,NA,NA
2,"LIMA",2,34,6,6,2,41,2,1,210,54,866,208,NA,NA
2,"LIMA",2,42,2,5,2,66,2,1,50,0,NA,NA,1,NA
2,"LIMA",1,39,2,6,2,50,1,1,500,0,NA,NA,2,NA
2,"LIMA",1,18,6,5,2,50,1,2,500,200,NA,NA,1,NA
2,"LIMA",2,34,6,3,NA,84,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,26,1,10,2,48,2,2,420,0,NA,NA,NA,NA
2,"LIMA",1,27,1,6,2,71,2,1,420,0,600,0,3,3
4,"LIMA",2,38,2,4,NA,12,2,2,NA,NA,NA,NA,NA,NA
4,"LIMA",2,35,6,8,1,72,2,1,540,0,NA,NA,NA,NA
3,"LIMA",2,39,1,8,2,48,2,1,500,0,NA,NA,NA,NA
3,"LIMA",1,33,1,6,NA,84,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,43,2,6,2,54,2,1,320,0,NA,NA,NA,NA
3,"LIMA",1,19,6,6,2,72,2,1,1000,0,NA,NA,NA,NA
3,"LIMA",1,18,6,5,2,36,2,1,6000,0,NA,NA,NA,NA
3,"LIMA",1,30,2,4,NA,84,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,32,1,9,NA,84,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,26,1,4,2,72,2,2,30,0,NA,NA,NA,NA
3,"LIMA",2,26,1,4,2,48,2,1,250,0,NA,NA,1,NA
3,"LIMA",1,27,1,9,2,50,2,1,700,0,NA,NA,1,NA
3,"LIMA",2,24,6,6,2,56,2,2,50,0,NA,NA,NA,NA
3,"LIMA",1,22,1,4,2,72,2,1,180,0,NA,NA,1,NA
3,"LIMA",2,31,1,3,2,72,2,1,250,0,NA,NA,2,NA
3,"LIMA",2,26,6,10,2,48,2,2,30,0,NA,NA,NA,NA
3,"LIMA",1,36,2,8,1,72,2,1,250,0,NA,NA,NA,NA
3,"LIMA",2,36,2,9,NA,48,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,25,1,6,NA,84,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,26,6,8,NA,84,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,30,1,4,NA,84,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,36,1,10,2,30,2,1,600,0,NA,NA,1,NA
2,"LIMA",1,43,6,10,2,57,2,1,550,0,NA,NA,1,NA
2,"LIMA",2,40,6,10,2,50,2,1,250,0,NA,NA,NA,NA
2,"LIMA",2,31,1,6,2,60,2,1,250,0,NA,NA,NA,NA
2,"LIMA",2,40,6,3,NA,30,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,24,6,3,NA,30,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,26,6,10,NA,52,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,34,6,8,2,72,2,1,400,0,NA,NA,1,NA
2,"LIMA",2,39,6,10,1,40,2,1,520,0,NA,NA,1,NA
2,"LIMA",1,32,1,4,NA,72,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,45,2,8,2,72,2,1,750,0,NA,NA,1,NA
2,"LIMA",1,27,1,3,NA,60,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,46,6,3,2,30,2,2,180,0,NA,NA,1,NA
2,"LIMA",1,32,4,10,2,72,2,1,1300,0,NA,NA,NA,NA
2,"LIMA",2,25,1,9,2,57,2,1,250,0,80,0,NA,NA
1,"LIMA",1,42,1,8,2,60,1,1,300,0,NA,NA,1,NA
1,"LIMA",2,41,1,6,2,54,1,1,300,0,NA,NA,NA,NA
1,"LIMA",1,19,6,5,2,48,1,2,830,182,NA,NA,NA,NA
2,"LIMA",2,26,1,7,2,54,2,1,250,0,NA,NA,NA,NA
2,"LIMA",1,47,3,6,2,35,1,1,500,0,NA,NA,NA,NA
2,"LIMA",2,53,1,5,2,66,2,1,230,0,NA,NA,NA,NA
2,"LIMA",2,30,6,6,2,66,2,2,200,0,NA,NA,NA,NA
2,"LIMA",1,33,6,10,2,84,2,1,210,0,NA,NA,2,NA
3,"LIMA",1,25,1,10,2,35,1,1,560,0,NA,NA,NA,NA
3,"LIMA",2,20,1,9,2,48,2,1,220,42,NA,NA,NA,NA
3,"LIMA",1,54,1,8,NA,77,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,41,1,8,NA,25,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,29,1,10,1,48,2,1,930,300,NA,NA,2,NA
3,"LIMA",1,27,1,6,NA,66,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,27,1,6,2,72,2,1,1200,0,NA,NA,3,NA
3,"LIMA",1,25,1,4,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,27,1,3,NA,48,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",2,23,6,5,NA,48,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,44,6,6,2,54,2,1,40,0,NA,NA,1,NA
4,"LIMA",2,56,6,10,NA,52,2,1,NA,NA,600,0,2,NA
3,"LIMA",1,27,1,10,NA,40,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,41,1,10,2,102,2,1,700,0,300,0,2,3
3,"LIMA",2,39,1,10,NA,30,NA,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,20,6,NA,2,54,2,2,300,100,NA,NA,NA,NA
3,"LIMA",2,18,6,NA,2,72,2,2,200,0,NA,NA,NA,NA
3,"LIMA",1,25,1,5,2,60,2,1,420,0,NA,NA,NA,NA
3,"LIMA",1,26,1,6,2,72,2,1,400,0,NA,NA,2,NA
3,"LIMA",1,36,1,6,2,65,2,2,250,0,100,0,2,NA
4,"LIMA",1,53,1,8,2,48,2,1,180,0,NA,NA,1,NA
3,"LIMA",2,34,6,10,NA,9,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,43,2,10,1,50,2,1,458,0,NA,NA,NA,NA
3,"LIMA",2,21,6,6,2,54,2,2,1000,0,NA,NA,NA,NA
3,"LIMA",1,25,1,6,2,30,2,1,160,0,NA,NA,NA,NA
3,"LIMA",2,36,6,6,2,48,2,2,300,0,NA,NA,NA,NA
3,"LIMA",1,27,1,9,2,72,2,1,400,0,NA,NA,1,NA
3,"LIMA",2,24,1,9,2,32,2,1,200,0,NA,NA,NA,NA
4,"LIMA",1,54,1,4,NA,54,2,1,NA,NA,NA,NA,3,NA
4,"LIMA",1,44,6,4,NA,27,1,1,NA,NA,NA,NA,3,NA
4,"LIMA",1,29,2,6,NA,51,2,1,NA,NA,NA,NA,3,NA
3,"LIMA",2,37,6,10,2,66,2,1,200,60,NA,NA,1,NA
3,"LIMA",1,28,1,6,NA,60,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,18,1,6,2,48,2,2,300,0,NA,NA,NA,NA
4,"LIMA",1,22,1,5,2,49,2,2,350,0,NA,NA,NA,NA
4,"LIMA",2,20,1,6,2,0,2,2,160,0,NA,NA,NA,NA
4,"LIMA",1,18,6,5,2,24,2,2,180,32,NA,NA,NA,NA
4,"LIMA",2,34,1,5,2,60,2,1,200,54,NA,NA,2,NA
4,"LIMA",1,30,1,6,NA,36,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,31,1,5,2,60,2,1,1200,0,NA,NA,1,NA
3,"LIMA",2,39,1,6,2,54,2,1,600,0,NA,NA,1,NA
3,"LIMA",1,29,1,6,NA,72,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,21,6,9,1,50,2,2,600,0,NA,NA,1,NA
3,"LIMA",1,20,6,6,1,50,2,1,600,0,NA,NA,2,NA
4,"LIMA",2,26,1,6,2,40,2,1,1000,0,NA,NA,2,NA
4,"LIMA",1,36,1,8,NA,66,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",2,50,4,5,NA,36,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,27,1,6,NA,60,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",2,23,1,6,2,0,2,2,200,36,NA,NA,1,NA
3,"LIMA",1,36,1,6,2,55,2,1,650,0,NA,NA,NA,NA
3,"LIMA",2,22,1,6,NA,60,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,25,1,5,NA,66,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,24,1,6,NA,36,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,22,6,6,NA,60,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,34,1,6,NA,84,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,31,1,8,2,60,2,1,250,60,NA,NA,1,NA
3,"LIMA",1,30,2,6,2,60,2,1,200,0,NA,NA,1,NA
4,"LIMA",1,18,6,6,2,84,2,2,600,0,NA,NA,2,NA
4,"LIMA",1,18,6,6,NA,84,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",2,29,1,6,2,48,1,2,120,60,NA,NA,1,NA
4,"LIMA",1,29,1,6,2,66,2,2,300,0,NA,NA,NA,NA
4,"LIMA",1,18,6,6,2,72,2,2,600,0,NA,NA,NA,NA
4,"LIMA",2,36,1,9,2,10,1,1,1200,0,NA,NA,1,NA
4,"LIMA",1,43,1,7,NA,72,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,43,2,4,2,46,2,1,930,0,NA,NA,NA,NA
4,"LIMA",1,35,1,10,NA,60,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",2,29,1,10,NA,8,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,33,1,7,NA,36,2,1,NA,NA,NA,NA,2,3
4,"LIMA",2,30,1,6,NA,48,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,24,1,10,NA,60,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,35,1,9,1,72,1,1,600,0,NA,NA,1,NA
3,"LIMA",2,29,1,10,2,48,1,1,150,0,NA,NA,3,NA
3,"LIMA",2,37,6,10,NA,84,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,53,6,NA,NA,42,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,28,6,6,NA,54,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,32,6,10,NA,54,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,28,1,8,NA,42,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,25,1,6,2,60,2,2,400,0,NA,NA,NA,NA
3,"LIMA",2,37,6,10,2,84,1,1,30,0,NA,NA,NA,NA
3,"LIMA",2,21,1,6,2,12,2,2,450,0,NA,NA,NA,NA
3,"LIMA",1,23,1,6,NA,60,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",1,29,2,9,NA,73,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,38,1,8,2,82,2,1,700,60,NA,NA,1,NA
2,"LIMA",2,34,1,7,NA,91,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,34,1,6,NA,62,1,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,51,1,5,NA,73,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,31,1,6,NA,50,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,23,1,6,NA,43,2,1,NA,NA,160,40,NA,NA
4,"LIMA",1,41,2,10,NA,51,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",2,31,2,8,1,72,2,1,930,0,NA,NA,2,NA
3,"LIMA",1,22,1,6,NA,50,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,24,1,6,NA,55,1,1,NA,NA,NA,NA,3,3
4,"LIMA",2,34,1,8,NA,59,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,62,1,8,1,46,2,1,300,0,NA,NA,1,NA
4,"LIMA",2,53,1,5,NA,70,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,34,1,9,2,67,2,1,300,0,NA,NA,NA,NA
4,"LIMA",2,27,1,6,NA,18,NA,1,NA,NA,NA,NA,3,NA
4,"LIMA",2,66,1,8,2,44,1,1,200,0,NA,NA,1,NA
4,"LIMA",1,43,1,6,NA,52,1,1,NA,NA,NA,NA,1,1
4,"LIMA",1,22,6,9,2,18,2,1,30,0,NA,NA,1,NA
4,"LIMA",1,38,2,10,1,84,2,1,1800,144,NA,NA,2,NA
4,"LIMA",2,36,2,10,1,48,2,1,1500,192,NA,NA,NA,NA
3,"LIMA",2,17,1,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,63,4,4,2,35,2,1,800,360,NA,NA,2,NA
3,"LIMA",2,32,1,6,2,53,2,1,950,0,NA,NA,1,NA
3,"LIMA",2,16,6,5,2,59,2,2,120,96,NA,NA,1,NA
3,"LIMA",1,42,1,7,NA,56,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,35,1,5,NA,48,NA,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,39,1,5,NA,63,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,30,2,6,2,84,2,1,350,0,NA,NA,1,NA
2,"LIMA",1,27,6,8,2,99,1,1,170,40,340,80,1,NA
3,"LIMA",2,30,6,6,2,54,2,1,220,0,NA,NA,NA,NA
3,"LIMA",2,44,6,6,2,54,2,1,220,72,NA,NA,1,NA
2,"LIMA",1,36,2,6,2,70,2,1,355,0,NA,NA,NA,NA
2,"LIMA",2,33,2,6,2,21,2,2,25,30,NA,NA,NA,NA
2,"LIMA",1,37,2,10,1,40,2,1,700,0,NA,NA,2,NA
2,"LIMA",2,37,2,11,1,50,2,1,1150,0,NA,NA,2,NA
2,"LIMA",2,64,2,5,2,48,2,2,400,0,NA,NA,2,NA
2,"LIMA",1,30,1,9,NA,32,2,1,NA,NA,NA,NA,3,NA
2,"LIMA",2,28,1,9,2,40,2,2,300,0,NA,NA,2,NA
2,"LIMA",1,40,5,NA,NA,105,2,1,NA,NA,900,264,1,NA
2,"LIMA",1,31,1,8,NA,61,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,35,1,10,NA,8,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,47,5,10,2,84,2,1,520,0,NA,NA,3,NA
2,"LIMA",1,24,6,6,2,66,2,1,1000,0,NA,NA,2,NA
1,"LIMA",1,47,2,7,1,45,2,1,500,0,NA,NA,NA,NA
1,"LIMA",2,33,2,10,1,43,2,1,500,0,NA,NA,1,NA
1,"LIMA",1,57,2,6,1,66,2,1,600,0,NA,NA,NA,NA
3,"LIMA",2,35,2,10,2,60,1,1,240,48,NA,NA,2,NA
3,"LIMA",1,36,2,10,1,52,2,1,1400,0,NA,NA,2,NA
3,"LIMA",1,39,1,6,1,0,2,1,1200,0,NA,NA,2,NA
3,"LIMA",2,31,1,10,NA,5,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,44,5,10,2,50,2,1,550,0,NA,NA,3,NA
3,"LIMA",1,24,1,9,NA,70,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,25,1,10,2,69,2,1,230,0,NA,NA,1,NA
3,"LIMA",2,45,5,10,2,66,2,1,230,0,NA,NA,1,NA
3,"LIMA",1,18,6,NA,2,69,2,2,350,0,NA,NA,1,NA
3,"LIMA",2,30,5,10,2,54,2,1,350,36,NA,NA,1,NA
3,"LIMA",2,56,1,10,NA,72,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,21,1,6,2,50,2,2,280,42,NA,NA,1,NA
3,"LIMA",1,25,1,6,2,66,1,1,250,24,NA,NA,NA,NA
3,"LIMA",2,35,5,10,NA,35,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,31,1,8,2,54,1,1,270,0,NA,NA,NA,NA
3,"LIMA",2,22,1,9,2,35,2,2,300,0,NA,NA,1,NA
3,"LIMA",1,21,1,6,2,66,1,2,220,0,NA,NA,1,NA
3,"LIMA",1,36,1,6,NA,28,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,31,1,6,2,54,1,1,1000,0,NA,NA,NA,NA
3,"LIMA",1,32,1,6,NA,18,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,37,1,11,1,40,2,1,6093,0,NA,NA,3,NA
3,"LIMA",2,42,1,10,NA,44,2,1,NA,NA,270,0,1,NA
3,"LIMA",1,28,5,6,2,84,2,1,200,70,NA,NA,NA,NA
4,"LIMA",1,43,2,8,1,77,2,1,2400,630,NA,NA,3,1
4,"LIMA",2,50,2,10,NA,14,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,41,6,6,2,48,2,1,500,0,NA,NA,NA,NA
4,"LIMA",1,31,6,8,1,84,2,1,1100,32,NA,NA,NA,NA
4,"LIMA",1,36,1,8,NA,84,1,1,NA,NA,NA,NA,2,NA
4,"LIMA",2,41,1,6,1,45,2,1,465,0,NA,NA,NA,NA
2,"LIMA",1,30,6,9,1,40,2,1,3200,200,NA,NA,2,NA
2,"LIMA",1,36,1,6,1,46,2,1,750,0,NA,NA,2,NA
1,"LIMA",1,50,1,10,1,60,2,1,370,96,NA,NA,2,NA
1,"LIMA",1,27,6,10,2,68,2,2,280,96,160,40,1,NA
1,"LIMA",2,43,5,6,2,72,1,1,465,0,400,0,2,NA
1,"LIMA",2,43,1,10,2,46,1,1,300,30,NA,NA,NA,NA
1,"LIMA",1,25,1,8,2,67,2,1,1800,0,NA,NA,2,NA
1,"LIMA",2,24,1,6,2,72,2,1,300,60,NA,NA,1,NA
1,"LIMA",2,31,1,7,NA,48,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,34,1,6,2,77,2,1,500,120,NA,NA,NA,NA
4,"LIMA",1,33,1,6,2,70,2,1,950,0,NA,NA,1,NA
4,"LIMA",2,28,1,9,2,70,2,2,950,0,NA,NA,1,NA
4,"LIMA",1,27,6,9,2,54,2,2,1500,0,NA,NA,1,NA
4,"LIMA",2,42,6,7,2,16,1,1,340,0,NA,NA,1,NA
4,"LIMA",1,24,1,8,2,57,1,1,1000,0,350,0,NA,NA
4,"LIMA",1,40,1,6,NA,84,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",2,44,1,6,NA,42,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,53,6,6,2,60,2,1,1200,0,NA,NA,2,NA
3,"LIMA",1,29,1,6,NA,56,2,1,NA,NA,NA,NA,3,NA
3,"LIMA",1,39,1,6,NA,72,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,38,1,10,2,70,1,1,1100,0,NA,NA,2,NA
3,"LIMA",1,40,1,6,NA,60,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,42,1,6,2,36,2,2,850,0,NA,NA,1,NA
3,"LIMA",1,23,1,6,2,72,2,1,1300,0,NA,NA,NA,NA
3,"LIMA",1,26,1,6,1,42,2,2,1700,0,NA,NA,NA,NA
2,"LIMA",2,36,6,10,2,64,2,1,1000,0,50,0,1,NA
2,"LIMA",1,32,1,5,NA,84,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,32,6,6,NA,78,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",1,32,2,6,NA,60,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,35,2,10,NA,48,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,35,6,6,NA,60,2,2,NA,NA,NA,NA,2,NA
