"ESTRATO","DEPARTAMENTO","SEXO","EDAD","ESTADO_CIVIL","EDUCACION","FORMAL","HORAS_TRAB_SEM","BUSC_TRAB","TRAB_VEN","INGRESO_D_P","INGRESO_E_P","INGRESO_D_S","INGRESO_E_S","REMESAS_V","REMESAS_O"
3,"LIMA",1,39,1,6,2,38,1,1,220,0,NA,NA,1,NA
3,"LIMA",1,49,2,10,NA,48,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,42,2,10,NA,48,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,38,2,6,2,60,2,1,500,0,NA,NA,1,NA
3,"LIMA",2,37,2,10,NA,15,1,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,31,6,7,2,77,2,1,240,0,NA,NA,1,NA
3,"LIMA",2,45,1,6,2,72,2,1,270,0,NA,NA,1,NA
3,"LIMA",1,27,1,5,NA,70,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,50,1,4,2,10,2,1,500,0,NA,NA,2,NA
3,"LIMA",2,31,1,6,NA,6,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,40,2,6,2,24,2,1,500,0,NA,NA,1,NA
3,"LIMA",1,35,6,5,2,18,2,1,800,0,NA,NA,2,NA
3,"LIMA",1,28,1,6,2,8,2,1,300,0,NA,NA,NA,NA
3,"LIMA",2,54,2,10,2,70,2,1,245,0,NA,NA,1,NA
3,"LIMA",1,33,6,6,1,45,2,1,2700,0,NA,NA,NA,NA
3,"LIMA",1,49,2,6,2,48,2,1,900,0,NA,NA,3,NA
3,"LIMA",2,53,2,10,NA,4,1,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,20,6,5,1,48,1,2,680,0,NA,NA,NA,NA
3,"LIMA",2,32,6,6,NA,32,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,30,1,9,2,70,2,1,420,0,NA,NA,2,NA
3,"LIMA",1,49,1,6,2,60,2,1,930,0,NA,NA,1,NA
3,"LIMA",2,48,1,4,2,72,2,2,1000,779,NA,NA,1,NA
3,"LIMA",1,27,1,6,2,24,2,1,600,0,NA,NA,NA,NA
3,"LIMA",2,26,1,6,2,60,2,1,250,75,NA,NA,NA,NA
3,"LIMA",1,32,1,7,2,30,2,1,220,12,NA,NA,1,NA
3,"LIMA",2,25,6,6,2,66,2,2,300,36,NA,NA,NA,NA
3,"LIMA",2,54,1,10,NA,60,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,46,5,10,2,112,2,1,1800,303,NA,NA,3,NA
3,"LIMA",1,43,1,6,2,60,2,1,380,60,NA,NA,1,NA
4,"LIMA",1,26,6,9,2,55,1,1,500,0,20,866,2,NA
4,"LIMA",2,40,1,6,2,12,2,1,50,0,NA,NA,NA,NA
4,"LIMA",1,21,6,6,2,0,2,2,50,0,NA,NA,NA,NA
4,"LIMA",1,56,1,10,NA,56,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",2,28,1,9,NA,56,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,22,1,6,NA,56,2,1,NA,NA,NA,NA,NA,NA
4,"LIMA",1,47,1,6,2,48,2,1,1100,0,NA,NA,3,NA
4,"LIMA",1,28,1,6,1,66,2,1,900,0,NA,NA,1,NA
4,"LIMA",2,26,1,6,2,48,2,1,40,0,NA,NA,1,NA
4,"LIMA",1,27,6,9,NA,63,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,35,1,10,1,45,2,1,2000,0,NA,NA,NA,NA
2,"LIMA",2,32,1,8,1,48,2,1,1100,0,NA,NA,2,2
2,"LIMA",2,49,2,5,NA,8,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,59,2,5,NA,8,NA,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,31,6,10,2,60,2,1,300,0,NA,NA,NA,NA
2,"LIMA",1,30,1,8,NA,40,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,33,1,10,2,60,2,1,350,0,NA,NA,NA,NA
2,"LIMA",2,34,1,10,2,54,2,1,1800,345,150,0,1,NA
2,"LIMA",2,54,6,10,2,72,2,1,500,0,NA,NA,NA,NA
2,"LIMA",1,34,1,10,2,72,2,1,550,0,NA,NA,2,NA
2,"LIMA",1,34,1,10,1,48,2,1,1250,0,NA,NA,2,NA
2,"LIMA",2,47,6,10,2,84,2,1,900,0,NA,NA,3,NA
2,"LIMA",2,28,6,5,2,56,2,1,210,0,NA,NA,1,NA
2,"LIMA",1,54,1,6,1,56,2,1,1300,0,NA,NA,NA,NA
2,"LIMA",1,25,6,6,2,56,2,2,930,0,NA,NA,1,NA
2,"LIMA",1,27,6,7,1,72,2,2,1400,0,NA,NA,2,NA
2,"LIMA",1,25,1,4,2,72,2,1,210,0,NA,NA,NA,NA
2,"LIMA",1,14,6,3,2,72,2,2,210,0,NA,NA,NA,NA
2,"LIMA",1,42,1,5,2,109,2,1,1200,350,NA,NA,3,NA
2,"LIMA",2,34,1,9,1,66,2,1,650,0,NA,NA,2,NA
2,"LIMA",1,40,1,10,1,48,2,1,260,90,NA,NA,1,NA
2,"LIMA",1,35,6,10,1,48,2,1,750,0,NA,NA,1,NA
2,"LIMA",1,20,1,6,2,66,2,2,250,0,NA,NA,NA,NA
2,"LIMA",2,20,1,6,2,50,2,2,200,60,NA,NA,1,NA
2,"LIMA",2,46,6,6,2,90,2,1,850,300,NA,NA,1,NA
2,"LIMA",1,37,1,8,NA,49,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,28,1,9,1,30,2,1,222,0,NA,NA,1,NA
2,"LIMA",1,26,6,10,2,30,2,2,1100,0,NA,NA,NA,NA
2,"LIMA",1,30,2,5,2,84,2,1,350,0,NA,NA,1,NA
2,"LIMA",1,28,1,4,NA,60,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,28,1,4,2,66,1,1,30,0,NA,NA,1,NA
3,"LIMA",2,28,5,5,NA,18,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,29,1,8,1,54,2,1,600,100,NA,NA,1,NA
2,"LIMA",2,28,1,10,NA,93,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,26,5,6,2,48,2,1,270,90,NA,NA,NA,NA
1,"LIMA",1,28,2,6,2,44,1,1,45,0,NA,NA,NA,NA
1,"LIMA",1,25,1,6,NA,54,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,35,1,10,2,63,1,1,260,0,NA,NA,2,NA
1,"LIMA",2,37,1,10,1,84,2,1,1400,0,NA,NA,2,NA
1,"LIMA",1,43,6,10,1,48,2,1,680,0,NA,NA,2,2
1,"LIMA",1,46,1,5,NA,54,1,2,NA,NA,NA,NA,2,NA
1,"LIMA",1,31,2,9,1,54,2,1,800,0,NA,NA,2,NA
1,"LIMA",2,34,2,10,1,56,2,1,230,81,NA,NA,2,NA
1,"LIMA",1,54,2,8,NA,48,1,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,51,2,10,NA,6,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,22,6,6,NA,3,NA,1,NA,NA,NA,NA,NA,NA
1,"LIMA",1,23,1,8,1,35,2,1,9000,0,NA,NA,3,NA
3,"LIMA",1,62,2,6,NA,24,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,40,1,11,2,56,1,1,640,50,NA,NA,1,NA
3,"LIMA",1,46,1,10,1,66,2,1,1500,0,NA,NA,3,NA
3,"LIMA",2,36,6,10,2,48,2,1,250,0,NA,NA,1,2
3,"LIMA",1,26,1,8,NA,98,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,30,1,10,NA,3,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,64,2,10,NA,20,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,53,2,10,NA,20,NA,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,37,1,8,2,54,1,1,600,0,NA,NA,2,2
2,"LIMA",2,41,1,8,2,66,2,1,750,48,NA,NA,3,NA
2,"LIMA",1,37,1,5,NA,53,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,32,5,10,2,32,2,2,400,0,NA,NA,NA,NA
3,"LIMA",1,26,6,6,NA,48,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,29,6,8,1,62,2,1,450,0,NA,NA,NA,NA
3,"LIMA",1,33,1,6,NA,84,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,30,5,6,NA,36,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,26,6,7,NA,36,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",2,21,5,5,NA,30,2,2,NA,NA,NA,NA,1,NA
3,"LIMA",2,18,6,5,NA,36,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,22,5,6,2,22,1,1,60,0,NA,NA,NA,NA
3,"LIMA",2,50,1,6,NA,24,2,1,NA,NA,NA,NA,NA,2
3,"LIMA",1,35,1,6,2,66,2,1,750,0,NA,NA,1,NA
3,"LIMA",1,17,6,NA,2,72,2,2,300,0,NA,NA,1,NA
1,"LIMA",2,28,1,9,NA,16,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,38,1,6,NA,7,2,1,NA,NA,60,0,NA,NA
1,"LIMA",1,22,6,4,2,48,2,1,300,0,NA,NA,NA,NA
1,"LIMA",2,19,6,5,2,72,2,2,200,0,NA,NA,NA,NA
3,"LIMA",1,35,1,6,NA,66,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,40,1,6,2,66,2,1,1200,0,NA,NA,2,NA
4,"LIMA",2,39,1,10,NA,12,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,53,6,10,2,84,1,1,475,0,NA,NA,2,NA
2,"LIMA",1,32,1,8,2,62,2,1,350,0,NA,NA,1,NA
2,"LIMA",2,31,1,8,2,35,2,1,500,0,NA,NA,1,NA
1,"LIMA",1,21,1,5,2,77,1,1,40,0,NA,NA,1,NA
2,"LIMA",2,46,5,8,2,24,2,1,1000,0,NA,NA,NA,NA
2,"LIMA",2,30,5,10,1,54,2,1,500,0,NA,NA,NA,NA
1,"LIMA",2,30,6,8,2,30,2,1,800,0,NA,NA,NA,NA
1,"LIMA",1,53,1,6,1,60,2,1,1200,0,NA,NA,NA,NA
1,"LIMA",2,23,6,9,NA,17,2,2,NA,NA,NA,NA,NA,NA
1,"LIMA",2,21,1,6,2,55,2,2,450,0,NA,NA,NA,NA
2,"LIMA",1,32,2,8,2,32,2,2,250,0,NA,NA,NA,NA
2,"LIMA",2,33,2,8,2,16,2,2,25,0,NA,NA,1,NA
2,"LIMA",1,32,1,6,2,66,2,1,1200,0,NA,NA,NA,NA
2,"LIMA",1,40,1,6,2,21,1,1,50,0,NA,NA,NA,NA
1,"LIMA",2,36,2,9,2,45,2,1,900,0,NA,NA,2,NA
1,"LIMA",2,44,1,10,NA,11,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,33,6,10,NA,15,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,27,1,9,NA,8,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,27,1,4,NA,105,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,41,1,10,2,56,2,2,750,0,NA,NA,3,NA
3,"LIMA",1,35,1,6,NA,41,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,35,1,10,2,72,2,1,1500,0,NA,NA,3,NA
3,"LIMA",1,51,1,6,1,84,2,1,1000,0,NA,NA,NA,NA
3,"LIMA",2,37,5,6,NA,47,2,1,NA,NA,250,0,1,NA
3,"LIMA",2,34,6,8,2,52,2,1,600,240,NA,NA,2,NA
3,"LIMA",1,28,1,8,1,58,2,1,500,0,NA,NA,3,NA
3,"LIMA",1,23,1,6,1,48,2,1,500,0,NA,NA,2,NA
2,"LIMA",1,33,6,9,1,72,2,1,1200,0,NA,NA,3,NA
2,"LIMA",1,35,6,6,2,60,2,1,500,0,NA,NA,3,NA
1,"LIMA",2,23,6,6,NA,32,1,2,NA,NA,10,0,1,NA
1,"LIMA",1,30,1,10,1,84,2,1,1000,0,NA,NA,3,NA
1,"LIMA",2,21,1,9,2,45,2,1,300,0,NA,NA,NA,NA
1,"LIMA",1,51,1,10,NA,32,1,1,NA,NA,NA,NA,2,NA
1,"LIMA",1,27,1,8,NA,28,1,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,26,1,10,2,66,1,1,220,0,NA,NA,1,NA
1,"LIMA",2,25,6,8,2,5,1,1,600,0,NA,NA,NA,NA
1,"LIMA",2,38,6,10,2,32,2,1,480,0,NA,NA,NA,NA
1,"LIMA",1,31,1,9,2,60,2,1,930,0,NA,NA,1,NA
2,"LIMA",2,27,6,6,2,50,2,1,250,0,NA,NA,1,NA
2,"LIMA",2,36,6,8,2,54,2,1,950,50,NA,NA,2,NA
2,"LIMA",1,30,1,9,1,63,2,1,950,0,80,0,1,NA
2,"LIMA",2,27,1,8,1,48,1,1,950,0,NA,NA,1,NA
2,"LIMA",1,30,1,6,NA,70,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,35,2,6,NA,42,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,32,2,10,1,54,2,1,950,0,NA,NA,2,NA
2,"LIMA",1,38,1,6,NA,60,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,34,1,9,2,48,2,2,230,0,NA,NA,NA,NA
2,"LIMA",1,39,2,4,NA,70,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",2,47,2,6,2,24,1,1,360,0,NA,NA,1,NA
2,"LIMA",2,25,6,6,2,66,2,2,210,0,NA,NA,NA,NA
2,"LIMA",1,29,1,5,2,60,2,1,1300,0,NA,NA,2,NA
2,"LIMA",2,30,6,10,1,55,2,1,1500,0,NA,NA,1,NA
2,"LIMA",2,71,4,6,2,72,2,1,250,0,NA,NA,1,NA
2,"LIMA",2,49,5,10,NA,12,1,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,24,1,6,2,56,2,1,1000,0,NA,NA,1,NA
2,"LIMA",1,28,6,6,2,48,2,1,1000,0,NA,NA,1,NA
2,"LIMA",2,40,6,8,2,57,2,1,1000,0,80,0,1,NA
2,"LIMA",1,48,1,5,2,90,2,1,3000,0,NA,NA,NA,NA
2,"LIMA",1,68,1,NA,2,15,1,2,100,45,NA,NA,NA,NA
2,"LIMA",1,35,6,9,NA,42,1,2,NA,NA,NA,NA,1,NA
2,"LIMA",2,32,6,6,2,66,2,2,340,48,NA,NA,NA,NA
2,"LIMA",1,45,5,4,2,66,2,1,300,96,NA,NA,2,NA
2,"LIMA",1,43,5,4,1,48,2,1,479,84,NA,NA,2,NA
2,"LIMA",2,55,4,10,NA,3,1,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,29,6,9,2,84,1,2,600,0,NA,NA,1,NA
3,"LIMA",2,47,1,3,NA,8,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,59,1,NA,2,49,2,1,30,0,NA,NA,NA,NA
3,"LIMA",2,20,6,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",1,34,1,6,NA,81,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,55,2,6,2,42,1,1,450,0,NA,NA,NA,NA
3,"LIMA",2,44,2,10,2,14,2,1,100,0,NA,NA,NA,NA
3,"LIMA",1,19,6,5,2,49,1,2,30,0,NA,NA,NA,NA
3,"LIMA",1,31,6,10,1,57,2,1,1700,0,400,0,NA,NA
3,"LIMA",2,59,3,8,1,72,2,1,400,0,NA,NA,3,NA
3,"LIMA",2,31,1,10,1,45,1,2,1000,0,NA,NA,NA,NA
3,"LIMA",1,33,1,10,2,79,2,1,400,0,400,0,1,NA
3,"LIMA",1,33,1,8,NA,5,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,32,1,6,1,72,2,1,350,0,NA,NA,2,NA
3,"LIMA",1,25,6,6,NA,60,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,32,6,8,NA,70,2,2,NA,NA,NA,NA,NA,NA
4,"LIMA",2,26,1,10,2,66,2,2,300,0,NA,NA,2,NA
4,"LIMA",1,27,1,6,2,77,2,1,500,0,NA,NA,NA,NA
4,"LIMA",2,25,1,9,2,66,2,1,225,0,NA,NA,1,NA
4,"LIMA",1,37,2,6,2,91,2,1,1200,0,NA,NA,2,NA
4,"LIMA",2,35,2,8,2,91,2,2,1200,0,NA,NA,2,NA
4,"LIMA",1,38,1,8,2,48,2,1,370,0,NA,NA,NA,NA
4,"LIMA",1,34,1,10,1,72,2,1,300,0,NA,NA,1,NA
4,"LIMA",1,27,6,6,2,60,2,1,300,0,NA,NA,1,NA
4,"LIMA",1,38,1,6,2,48,1,1,70,0,NA,NA,1,NA
4,"LIMA",2,30,1,8,NA,42,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,24,6,6,NA,10,1,2,NA,NA,NA,NA,2,NA
3,"LIMA",1,17,6,NA,2,35,1,2,150,0,NA,NA,NA,NA
3,"LIMA",1,20,6,9,2,52,2,1,350,0,NA,NA,1,NA
3,"LIMA",1,38,1,6,NA,80,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,38,1,6,NA,48,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",2,45,1,10,2,36,2,1,900,0,NA,NA,NA,NA
3,"LIMA",1,20,6,NA,1,40,1,2,289,0,NA,NA,NA,NA
3,"LIMA",2,25,6,6,2,62,1,1,200,40,960,0,2,NA
3,"LIMA",2,24,1,3,NA,10,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",1,31,1,6,NA,58,2,2,NA,NA,NA,NA,NA,NA
3,"LIMA",2,38,2,11,2,75,1,2,220,0,NA,NA,1,1
3,"LIMA",2,17,6,NA,2,52,2,2,250,0,NA,NA,1,NA
3,"LIMA",1,69,1,8,NA,4,1,2,NA,NA,NA,NA,1,NA
3,"LIMA",1,41,1,6,2,71,2,1,640,0,NA,NA,1,NA
3,"LIMA",2,41,1,9,NA,70,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,37,6,10,1,48,1,1,350,48,NA,NA,NA,NA
3,"LIMA",1,44,1,6,2,66,2,1,400,0,NA,NA,1,NA
3,"LIMA",2,25,1,9,2,96,2,1,450,224,NA,NA,1,NA
4,"LIMA",2,35,5,6,2,66,2,1,500,0,NA,NA,NA,NA
4,"LIMA",1,33,2,9,2,0,2,1,45,0,1600,0,NA,NA
4,"LIMA",2,39,2,9,2,77,2,2,980,0,NA,NA,2,3
4,"LIMA",2,27,1,6,2,54,1,1,220,0,NA,NA,NA,NA
4,"LIMA",1,44,2,10,2,26,1,1,280,20,NA,NA,1,NA
4,"LIMA",1,47,6,7,1,42,2,1,1600,0,NA,NA,2,NA
4,"LIMA",2,30,1,8,2,24,2,1,80,0,NA,NA,2,1
4,"LIMA",1,31,1,9,NA,74,2,2,NA,NA,NA,NA,2,NA
4,"LIMA",2,32,6,10,1,33,2,1,70,0,600,0,1,NA
4,"LIMA",2,31,6,10,1,66,2,1,300,0,NA,NA,1,NA
4,"LIMA",1,49,2,10,2,56,2,2,650,0,NA,NA,1,NA
2,"LIMA",1,38,2,6,1,60,2,1,300,60,NA,NA,2,NA
2,"LIMA",1,54,1,4,NA,60,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,15,6,5,2,60,2,2,300,60,NA,NA,NA,NA
2,"LIMA",1,30,1,6,2,54,2,1,360,60,NA,NA,NA,NA
2,"LIMA",1,29,1,6,2,48,1,1,1000,182,NA,NA,1,NA
2,"LIMA",2,31,1,6,NA,24,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,30,1,8,2,48,2,1,450,0,NA,NA,1,NA
2,"LIMA",2,29,1,10,2,72,2,1,1000,0,NA,NA,2,NA
2,"LIMA",2,29,6,10,1,48,2,2,1300,390,NA,NA,2,NA
2,"LIMA",1,59,1,4,NA,60,2,2,NA,NA,NA,NA,NA,NA
2,"LIMA",2,35,1,8,2,52,2,2,600,0,NA,NA,2,NA
2,"LIMA",1,41,1,8,NA,60,2,1,NA,NA,NA,NA,3,NA
2,"LIMA",1,38,1,10,2,60,2,1,225,0,NA,NA,1,NA
2,"LIMA",2,37,1,10,1,50,2,1,850,0,400,200,1,NA
2,"LIMA",2,37,6,8,NA,60,1,1,NA,NA,NA,NA,1,NA
2,"LIMA",1,16,6,5,NA,8,NA,2,NA,NA,NA,NA,NA,NA
2,"LIMA",1,39,6,6,2,70,2,1,315,21,NA,NA,1,NA
2,"LIMA",1,41,1,6,NA,28,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",2,34,1,8,NA,10,2,1,NA,NA,NA,NA,1,NA
2,"LIMA",2,34,6,8,1,72,2,1,308,0,NA,NA,NA,NA
2,"LIMA",1,27,6,9,2,40,1,1,250,40,NA,NA,1,NA
2,"LIMA",2,54,1,10,NA,12,1,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,48,1,6,2,72,2,1,1208,0,NA,NA,1,NA
2,"LIMA",2,33,2,8,NA,5,2,1,NA,NA,NA,NA,NA,NA
2,"LIMA",1,33,2,8,2,55,2,1,350,60,NA,NA,1,NA
2,"LIMA",1,33,2,10,2,50,1,1,585,0,NA,NA,1,NA
2,"LIMA",1,56,2,5,1,50,2,2,910,0,NA,NA,1,NA
2,"LIMA",2,31,1,10,2,48,2,2,500,390,NA,NA,2,NA
2,"LIMA",1,27,1,5,2,50,2,2,420,0,NA,NA,2,NA
2,"LIMA",1,40,6,11,2,72,2,1,750,390,NA,NA,2,NA
2,"LIMA",1,23,6,5,2,60,1,2,250,0,NA,NA,2,NA
2,"LIMA",1,39,1,9,1,72,2,1,1000,390,NA,NA,NA,NA
2,"LIMA",2,38,1,10,2,48,2,1,35,0,NA,NA,2,NA
3,"LIMA",2,45,5,10,2,56,1,1,600,0,NA,NA,1,NA
3,"LIMA",1,21,6,NA,1,45,2,2,1000,0,NA,NA,NA,NA
3,"LIMA",1,37,5,8,NA,51,2,1,NA,NA,NA,NA,3,3
3,"LIMA",1,37,1,6,2,70,2,1,70,0,NA,NA,1,NA
1,"LIMA",1,26,1,10,1,48,2,1,950,0,NA,NA,NA,NA
1,"LIMA",1,29,6,10,2,66,2,1,250,0,NA,NA,1,NA
1,"LIMA",2,60,1,5,NA,105,2,2,NA,NA,NA,NA,NA,NA
1,"LIMA",2,46,5,3,NA,56,2,1,NA,NA,NA,NA,2,NA
3,"LIMA",1,42,2,7,NA,84,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",2,37,2,10,1,48,2,1,1135,0,NA,NA,2,1
3,"LIMA",1,29,6,6,NA,84,2,1,NA,NA,600,0,1,NA
3,"LIMA",2,23,6,8,NA,48,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",2,44,5,8,2,36,2,1,45,10,NA,NA,1,NA
1,"LIMA",1,29,1,8,NA,36,2,1,NA,NA,NA,NA,2,NA
1,"LIMA",1,20,1,6,2,72,2,1,600,0,NA,NA,NA,NA
1,"LIMA",2,19,1,NA,2,54,2,1,250,0,NA,NA,NA,NA
1,"LIMA",1,34,2,6,2,62,2,1,1000,0,NA,NA,1,NA
1,"LIMA",2,27,2,6,2,48,2,2,220,0,NA,NA,1,NA
2,"LIMA",1,37,1,7,1,78,2,1,700,0,NA,NA,1,NA
2,"LIMA",2,30,1,9,2,48,1,1,600,0,NA,NA,1,NA
1,"LIMA",1,26,1,6,2,56,2,1,50,10,NA,NA,1,NA
1,"LIMA",1,39,6,11,1,45,2,1,2200,0,NA,NA,2,NA
1,"LIMA",2,35,2,11,1,63,2,1,3000,0,2000,0,2,NA
1,"LIMA",1,36,2,10,NA,48,2,1,NA,NA,NA,NA,3,NA
1,"LIMA",1,32,2,8,2,54,2,1,500,60,100,0,NA,NA
1,"LIMA",2,31,2,8,NA,36,2,1,NA,NA,NA,NA,NA,NA
1,"LIMA",2,33,2,8,2,15,2,1,30,20,NA,NA,1,NA
1,"LIMA",1,48,1,10,2,72,2,1,1200,0,NA,NA,1,NA
1,"LIMA",2,48,1,11,2,41,1,1,390,0,NA,NA,1,NA
1,"LIMA",2,48,5,5,NA,60,2,1,NA,NA,NA,NA,1,NA
1,"LIMA",1,30,6,6,NA,60,2,1,NA,NA,NA,NA,3,NA
1,"LIMA",1,27,6,8,NA,72,2,2,NA,NA,NA,NA,1,NA
5,"LIMA",1,38,6,10,NA,60,2,1,NA,NA,NA,NA,2,NA
5,"LIMA",1,25,6,6,NA,66,2,2,NA,NA,NA,NA,NA,NA
5,"LIMA",1,32,1,5,NA,60,2,2,NA,NA,NA,NA,NA,NA
5,"LIMA",1,35,1,6,2,0,1,1,40,0,NA,NA,NA,NA
5,"LIMA",1,19,6,5,2,0,1,2,900,0,NA,NA,NA,NA
5,"LIMA",1,31,6,6,2,44,2,1,200,0,NA,NA,1,NA
3,"LIMA",2,40,6,10,2,55,2,1,300,0,NA,NA,2,NA
2,"LIMA",2,36,6,10,2,42,2,1,20,8,NA,NA,1,NA
2,"LIMA",1,59,6,5,NA,66,2,1,NA,NA,NA,NA,2,NA
2,"LIMA",1,54,2,6,1,72,2,1,1746,0,NA,NA,3,NA
2,"LIMA",1,32,6,8,2,66,2,1,400,0,NA,NA,1,NA
2,"LIMA",1,31,6,6,2,66,2,1,550,0,NA,NA,1,NA
2,"LIMA",2,45,1,8,2,24,2,2,30,8,NA,NA,1,NA
2,"LIMA",2,46,1,8,NA,63,1,1,NA,NA,180,0,NA,NA
2,"LIMA",1,33,1,10,2,66,2,1,900,0,NA,NA,1,NA
2,"LIMA",2,31,1,10,2,49,2,1,930,0,NA,NA,1,NA
2,"LIMA",2,26,1,10,2,54,2,1,930,0,NA,NA,2,NA
2,"LIMA",1,28,1,9,1,76,2,1,750,200,NA,NA,2,NA
2,"LIMA",2,32,6,NA,1,50,2,2,1200,0,NA,NA,NA,NA
2,"LIMA",1,27,6,6,1,50,2,1,600,0,NA,NA,NA,NA
2,"LIMA",2,27,6,8,1,24,2,1,465,0,NA,NA,1,NA
3,"LIMA",1,45,1,NA,1,55,2,1,750,225,NA,NA,2,NA
3,"LIMA",2,41,1,6,2,48,2,1,1050,0,NA,NA,1,NA
3,"LIMA",1,37,1,NA,NA,72,2,1,NA,NA,NA,NA,NA,NA
3,"LIMA",2,27,1,9,NA,21,2,1,NA,NA,NA,NA,1,NA
3,"LIMA",1,22,6,6,2,42,2,1,180,0,NA,NA,1,NA
3,"LIMA",1,28,1,6,NA,96,2,1,NA,NA,NA,NA,2,3
3,"LIMA",2,28,1,6,NA,96,2,1,NA,NA,NA,NA,2,NA
4,"LIMA",1,31,1,6,2,69,1,1,400,0,NA,NA,NA,NA
4,"LIMA",2,30,1,7,2,58,2,1,1350,0,NA,NA,NA,NA
4,"LIMA",1,22,6,5,2,42,2,2,400,0,NA,NA,1,NA
4,"LIMA",1,32,1,5,NA,54,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,51,1,6,2,48,2,1,600,0,NA,NA,1,NA
4,"LIMA",2,29,1,6,NA,84,2,2,NA,NA,NA,NA,1,NA
4,"LIMA",2,35,5,5,NA,42,1,1,NA,NA,50,10,1,NA
4,"LIMA",1,18,6,5,NA,13,NA,2,NA,NA,NA,NA,NA,NA
4,"LIMA",2,59,6,3,2,48,2,2,250,0,NA,NA,NA,NA
4,"LIMA",1,47,1,8,NA,84,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",2,16,6,NA,NA,5,2,2,NA,NA,10,0,NA,NA
4,"LIMA",2,34,5,6,NA,84,2,1,NA,NA,NA,NA,1,NA
4,"LIMA",1,21,1,6,NA,60,2,2,NA,NA,NA,NA,1,NA
4,"LIMA",2,32,6,9,2,48,2,1,180,0,NA,NA,1,NA
4,"LIMA",1,43,6,4,2,77,1,1,370,0,NA,NA,NA,NA
