"ESTRATO","DEPARTAMENTO","P204","P205A","P612","P613","P614T","P615T","P617","P619","P621","P6221","P6222","P625","P635","P636","P6381","P6382","P6383","P6384","P6391","P6392"
3,"LIMA",2,43,1,2,15,48,2,2,4,1300,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,32,1,2,6,60,2,2,3,600,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,43,1,2,3,72,2,2,3,750,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,45,1,2,5,71,2,2,3,550,240,2,2,1,2,2,2,2,2,2
1,"LIMA",2,24,1,2,6,49,2,2,3,600,240,1,2,1,2,2,2,2,1,2
1,"LIMA",1,49,1,1,4,78,2,1,3,650,0,1,1,1,2,2,2,2,2,2
1,"LIMA",2,48,1,2,3,40,1,1,3,600,0,1,2,1,2,2,2,2,2,2
1,"LIMA",2,57,1,1,2,0,2,2,3,480,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,33,1,2,3,72,2,2,3,465,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,43,2,2,1,46,2,2,3,500,360,1,2,1,2,2,2,1,1,2
1,"LIMA",1,29,1,2,4,51,2,2,4,950,0,2,1,1,2,2,2,2,1,2
1,"LIMA",2,46,1,2,2,60,2,2,2,270,0,2,2,2,2,2,2,2,2,2
1,"LIMA",1,30,1,1,15,40,2,2,3,1000,0,2,2,2,2,2,2,2,2,2
1,"LIMA",2,26,1,1,6,40,2,1,3,1600,0,1,2,2,2,2,2,2,2,2
1,"LIMA",1,26,1,1,15,50,2,2,3,1500,0,1,2,2,2,2,2,2,2,2
1,"LIMA",1,29,1,2,5,50,2,2,3,500,240,2,2,2,2,2,2,2,1,2
1,"LIMA",2,27,1,2,15,54,2,2,4,950,0,1,1,2,2,2,2,2,2,2
1,"LIMA",2,43,1,1,20,45,1,2,4,1500,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,40,1,2,3,40,2,2,2,150,0,1,1,2,2,2,2,2,1,2
1,"LIMA",2,24,1,1,10,60,2,2,3,1600,0,2,1,1,2,2,2,2,1,2
1,"LIMA",2,22,1,2,8,48,2,2,3,650,0,1,2,2,2,2,2,2,2,2
1,"LIMA",2,47,2,1,1,45,2,2,3,750,300,1,2,1,2,2,2,2,1,2
1,"LIMA",2,36,2,2,1,50,2,2,3,450,120,1,1,1,2,2,2,2,1,2
1,"LIMA",1,45,1,1,2,84,2,2,4,1400,0,1,2,1,2,2,2,2,1,2
1,"LIMA",2,45,1,1,2,90,2,2,4,1500,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,44,1,1,4,48,2,2,4,1800,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,47,1,1,6,65,2,2,4,5500,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,48,1,1,10,50,2,2,3,1250,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,3,54,1,2,2,250,105,1,2,2,2,2,2,2,1,2
1,"LIMA",2,46,1,1,20,18,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,45,1,2,6,72,2,2,2,500,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,20,1,1,24,48,2,2,3,800,0,1,2,2,2,2,2,2,2,2
1,"LIMA",2,62,1,1,300,60,1,2,4,9000,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,23,1,2,100,42,2,2,2,300,0,1,1,1,2,2,2,2,2,2
3,"LIMA",1,26,1,2,3,84,2,2,2,300,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,52,1,2,90,48,1,2,2,235,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,30,1,2,90,48,1,1,2,235,0,1,1,1,2,2,2,2,1,1
3,"LIMA",1,42,1,2,10,66,2,1,2,280,0,1,1,1,2,2,2,2,2,2
3,"LIMA",1,38,1,2,6,65,2,1,1,40,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,24,1,2,3,84,2,2,2,300,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,28,1,2,6,42,2,2,3,600,120,2,1,1,2,2,2,2,1,2
3,"LIMA",2,25,1,2,2,49,1,1,1,25,5,1,2,1,2,2,2,1,1,2
3,"LIMA",1,19,1,2,2,28,2,2,4,500,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,22,1,2,3,56,1,2,1,50,0,1,1,2,2,2,2,2,1,2
2,"LIMA",1,30,1,2,15,62,1,2,2,400,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,54,1,2,2,8,2,1,4,50,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,18,1,2,5,48,2,2,4,600,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,24,1,2,8,54,2,2,2,250,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,39,1,2,15,63,2,1,2,620,0,1,1,1,2,2,2,2,2,2
3,"LIMA",2,44,1,2,25,66,1,2,2,274,0,1,2,2,2,2,2,2,1,2
3,"LIMA",1,31,1,2,2,0,1,2,1,90,15,2,2,1,2,2,2,2,1,2
3,"LIMA",1,31,1,1,700,61,2,2,2,400,0,1,2,1,2,2,2,1,1,1
3,"LIMA",1,18,1,2,20,23,1,2,2,200,0,1,1,2,2,2,2,2,2,2
3,"LIMA",1,22,1,2,40,50,2,2,3,600,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,28,1,2,2000,50,2,2,2,480,350,1,2,1,2,2,2,2,1,2
3,"LIMA",1,23,1,2,5,78,1,2,2,400,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,23,3,2,5,61,1,2,2,230,0,1,1,1,2,2,2,2,1,1
3,"LIMA",1,26,1,2,30,67,2,2,2,250,20,1,2,1,2,2,2,2,1,2
3,"LIMA",1,37,1,2,6,45,2,1,2,300,0,1,2,1,2,2,2,2,1,1
3,"LIMA",1,23,1,2,20,64,1,2,2,300,0,1,1,1,2,2,2,2,1,2
3,"LIMA",2,28,1,2,60,52,2,2,2,160,25,1,2,1,2,2,2,2,1,2
3,"LIMA",1,40,1,2,15,72,2,2,2,335,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,30,1,2,10,66,2,2,2,400,0,1,2,1,2,2,2,2,1,1
3,"LIMA",2,28,1,1,20,84,2,2,3,560,0,2,1,1,2,2,2,2,1,1
3,"LIMA",1,33,1,2,7,62,2,2,2,350,60,1,1,1,2,2,2,2,2,2
3,"LIMA",2,30,1,2,4,82,2,2,4,930,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,22,1,2,3,70,2,2,2,180,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,23,1,2,10,20,1,2,2,600,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,41,2,2,2,45,1,1,2,150,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,30,1,2,100,91,2,2,1,50,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,22,2,2,2,60,2,2,2,200,0,1,1,1,2,2,2,2,2,2
3,"LIMA",2,46,1,2,8,49,2,2,3,550,350,1,2,1,2,2,2,2,1,2
3,"LIMA",2,23,1,2,6,50,2,2,4,1800,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,26,1,2,550,42,1,1,2,330,0,2,1,1,2,2,2,2,1,1
3,"LIMA",1,25,1,2,3,60,2,2,4,1200,0,1,2,2,2,2,2,2,1,2
3,"LIMA",2,41,2,2,3,50,1,2,2,100,0,1,1,1,2,2,2,2,2,2
3,"LIMA",2,32,1,2,10,60,2,2,3,600,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,28,1,2,4,50,2,2,2,330,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,29,1,2,100,66,2,2,2,370,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,32,1,2,5,49,2,2,3,1500,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,48,1,1,20,48,2,1,2,350,0,2,1,2,2,2,2,2,2,2
3,"LIMA",2,56,2,2,2,10,1,1,3,200,0,2,2,2,2,2,2,1,2,2
3,"LIMA",2,18,1,2,7,12,1,2,2,210,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,44,1,2,20,56,1,2,4,930,0,2,1,1,2,2,2,2,1,2
3,"LIMA",2,47,2,2,2,27,1,1,3,300,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,37,1,1,200,72,2,2,4,1800,0,1,1,1,2,2,2,2,1,1
3,"LIMA",1,39,1,2,30,48,1,2,4,2100,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,39,1,2,30,40,2,2,4,1500,0,1,1,1,2,2,2,2,2,2
3,"LIMA",2,60,2,2,2,72,2,2,4,700,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,200,70,2,2,4,1300,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,28,1,2,2,54,2,2,1,1819,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,23,1,2,2,84,2,2,4,1800,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,25,1,2,3,72,2,2,3,800,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,35,1,2,20,45,2,2,4,1000,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,27,1,2,59,84,2,2,2,1800,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,6,84,2,2,4,1640,0,2,2,1,2,2,2,2,1,1
2,"LIMA",2,26,1,2,60,56,1,2,4,600,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,2,56,1,2,4,400,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,31,1,2,7,72,2,2,4,1100,0,2,1,1,2,2,2,2,2,2
2,"LIMA",1,30,1,2,5,60,2,2,4,1100,48,2,1,1,2,2,2,2,2,2
2,"LIMA",1,34,1,2,10,70,2,2,4,1290,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,34,2,2,1,12,1,2,4,940,0,2,1,1,2,2,2,2,2,2
2,"LIMA",2,29,1,2,15,66,2,2,2,1083,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,20,60,1,2,4,1000,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,56,2,2,2,60,2,2,2,1300,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,23,1,2,3,60,2,1,3,1160,0,2,1,1,2,2,2,2,1,2
1,"LIMA",1,50,1,2,2,70,2,2,2,230,0,1,1,1,2,2,2,2,2,2
1,"LIMA",2,44,1,2,16,48,1,1,4,930,0,2,1,1,2,2,2,2,1,2
1,"LIMA",1,24,1,2,10,70,1,2,1,70,0,2,1,1,2,2,2,2,1,2
1,"LIMA",2,30,1,1,51,60,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,33,1,1,59,48,2,2,4,930,150,1,2,1,2,2,2,2,1,2
1,"LIMA",1,28,1,1,300,48,2,2,4,1900,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,25,1,2,2,50,2,2,3,600,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,28,1,2,4,88,2,2,3,660,280,1,1,1,2,2,2,2,1,2
2,"LIMA",2,30,1,2,11,54,2,1,3,400,100,2,2,1,2,2,2,2,1,2
2,"LIMA",1,33,1,2,2,63,2,2,2,300,0,2,1,1,1,2,2,2,1,2
2,"LIMA",2,29,1,2,2,54,2,2,3,600,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,17,1,2,2,42,2,2,1,20,0,1,2,2,2,2,2,2,2,2
2,"LIMA",2,27,2,2,1,54,2,2,4,800,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,32,1,2,10,51,2,2,3,1200,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,19,1,2,4,60,2,1,2,240,60,2,1,2,2,2,2,2,2,2
1,"LIMA",2,35,1,2,2,66,2,2,2,250,0,1,2,1,2,2,2,2,1,2
1,"LIMA",2,33,1,2,6,66,1,2,2,300,36,2,2,1,2,2,2,2,1,2
1,"LIMA",1,18,1,2,4,60,2,2,2,240,0,1,1,2,2,2,2,2,2,2
1,"LIMA",1,35,1,1,6,45,2,2,2,500,60,1,2,1,2,2,2,2,1,2
1,"LIMA",1,25,1,1,5,48,2,2,4,1500,234,2,2,1,2,2,2,2,1,2
1,"LIMA",1,21,1,1,2,76,2,2,1,40,0,1,2,1,2,2,2,2,1,2
1,"LIMA",2,33,1,1,50,55,1,2,2,240,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,26,1,2,5,60,1,2,4,1200,364,2,2,1,2,2,2,2,1,2
2,"LIMA",1,21,1,2,6,66,2,2,2,180,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,28,1,2,4,40,2,2,2,550,24,2,2,1,2,2,2,2,1,2
2,"LIMA",2,19,1,2,5,60,2,2,2,380,0,1,2,2,2,2,2,2,1,2
1,"LIMA",1,50,1,2,7,18,2,2,3,600,0,2,1,1,2,2,2,2,2,2
1,"LIMA",2,42,1,2,6,9,2,2,4,480,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,29,1,2,2,96,2,2,2,300,60,1,2,1,2,2,2,2,2,2
2,"LIMA",2,30,1,2,2,54,2,2,2,200,0,1,1,2,2,2,2,2,1,2
2,"LIMA",1,53,1,2,17,42,2,1,2,200,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,20,1,2,4,66,2,1,3,420,240,2,2,2,2,2,2,2,1,2
2,"LIMA",2,22,1,2,4,54,2,2,2,250,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,24,1,1,5,54,2,2,4,930,130,1,2,1,2,2,2,2,2,2
2,"LIMA",2,31,1,1,10,66,2,2,4,930,260,1,2,2,2,2,2,2,1,2
2,"LIMA",1,33,1,2,6,66,2,2,2,300,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,60,2,2,2,60,2,2,4,1000,389,1,2,1,1,2,2,2,2,2
2,"LIMA",1,38,1,1,40,34,1,2,3,650,120,2,2,1,2,2,2,2,2,2
2,"LIMA",1,36,1,1,60,75,2,2,3,500,0,2,1,1,2,2,2,2,2,2
2,"LIMA",2,33,1,2,2,84,2,2,2,300,80,2,1,1,1,2,2,2,1,2
2,"LIMA",1,23,1,2,2,82,2,2,2,350,36,2,2,2,2,2,2,2,1,2
2,"LIMA",1,24,1,2,12,39,2,2,4,2000,0,2,1,2,2,2,2,2,1,2
2,"LIMA",2,20,1,2,5,42,2,1,2,200,100,1,1,2,2,2,2,2,2,2
2,"LIMA",2,43,1,2,4,54,2,2,2,180,90,1,1,1,2,2,2,2,1,2
2,"LIMA",2,22,1,2,10,10,2,2,4,1300,0,2,2,2,2,2,2,2,1,2
2,"LIMA",2,42,1,2,12,46,2,2,4,2000,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,31,1,2,12,75,2,1,4,2000,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,25,1,2,4,48,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,28,1,2,3,95,2,1,1,80,8,2,1,1,2,2,2,2,1,2
3,"LIMA",2,26,1,2,3,70,2,2,2,200,30,1,2,1,2,2,2,2,1,2
3,"LIMA",2,52,1,2,7,66,2,1,2,210,0,1,2,1,1,2,2,2,1,2
3,"LIMA",1,42,1,2,40,66,1,2,2,280,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,35,1,2,2,72,2,2,2,230,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,72,1,2,3,72,2,2,4,1050,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,28,1,2,3,71,2,2,2,250,56,1,2,1,2,2,2,2,2,2
3,"LIMA",1,25,1,2,3,81,2,2,2,250,56,1,2,2,2,2,2,2,1,2
3,"LIMA",1,26,1,2,3,50,2,2,2,270,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,35,1,1,10,72,2,2,4,930,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,41,1,2,10,72,2,2,4,880,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,50,2,2,1,30,1,1,1,50,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,47,1,2,5,72,2,2,1,50,0,2,1,1,2,2,2,2,1,2
1,"LIMA",1,52,1,2,100,51,1,2,1,70,0,1,1,1,2,2,2,1,1,2
1,"LIMA",2,41,1,2,5,0,1,2,1,30,0,1,2,1,2,2,2,1,1,2
1,"LIMA",2,22,1,2,22,72,2,2,2,280,0,1,1,2,2,2,2,2,1,2
1,"LIMA",1,21,1,2,100,51,2,2,1,35,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,62,1,2,2,70,2,2,1,25,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,56,1,2,2,70,2,2,1,25,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,30,2,2,1,18,1,1,1,30,0,1,2,1,2,2,2,1,1,2
2,"LIMA",1,25,1,2,2,72,2,2,1,50,0,1,1,1,2,2,2,2,1,2
3,"LIMA",2,35,1,2,5,60,2,2,3,550,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,31,1,2,4,66,2,2,2,200,54,2,2,1,2,2,2,2,1,2
3,"LIMA",2,17,1,2,6,66,2,2,2,130,60,1,2,1,2,2,2,2,2,2
3,"LIMA",2,20,1,2,20,0,2,2,2,300,0,1,2,2,2,2,2,2,1,2
3,"LIMA",1,29,1,2,7,50,2,2,4,1000,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,38,1,2,3,60,2,2,2,320,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,45,1,2,12,40,2,2,3,465,156,1,2,1,2,2,2,2,1,2
3,"LIMA",1,18,1,2,20,72,2,2,3,1000,260,1,2,2,2,2,2,2,2,2
3,"LIMA",2,23,1,2,4,0,2,2,2,270,36,1,2,1,2,2,2,2,1,2
2,"LIMA",2,37,1,1,4,40,2,2,4,1200,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,49,1,2,7,0,2,2,3,463,240,2,2,1,2,2,2,2,2,2
2,"LIMA",2,21,1,1,7,66,2,2,4,963,70,2,2,2,2,2,2,2,2,2
2,"LIMA",1,19,1,2,3,66,2,2,2,200,48,1,2,2,2,2,2,2,2,2
2,"LIMA",2,18,1,2,9,66,2,2,2,300,108,1,2,2,2,2,2,2,2,2
2,"LIMA",2,29,1,2,2,72,2,2,2,199,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,23,1,2,3,48,2,1,2,220,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,23,1,2,2,66,2,2,2,250,48,2,2,2,2,2,2,2,1,2
3,"LIMA",2,27,2,2,1,36,2,2,4,325,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,48,1,2,3,60,2,2,2,350,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,44,1,2,4,54,2,1,3,500,0,2,2,1,2,2,2,2,1,2
3,"LIMA",2,47,1,2,2,60,2,2,3,550,0,2,2,1,2,2,2,2,1,2
3,"LIMA",2,22,1,2,10,61,2,2,2,300,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,29,1,2,200,45,2,2,4,980,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,26,1,2,3,50,2,2,2,210,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,22,2,2,1,14,2,2,4,NA,NA,1,1,2,2,2,2,2,2,2
2,"LIMA",1,32,1,2,4,60,2,2,3,515,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,29,2,2,1,8,1,2,4,130,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,24,1,2,5,54,2,2,3,500,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,24,1,2,4,58,2,2,2,600,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,20,1,2,4,54,2,2,3,600,0,2,2,2,2,2,2,2,1,2
3,"LIMA",1,48,1,2,2,36,2,1,2,150,0,1,1,1,2,2,2,2,1,2
3,"LIMA",1,23,1,2,300,112,2,2,1,40,0,1,2,1,2,2,2,2,2,2
1,"LIMA",1,26,1,2,5,72,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
1,"LIMA",2,25,1,2,2,72,2,2,2,250,0,1,1,2,2,2,2,2,1,2
1,"LIMA",1,36,1,2,15,48,2,2,3,700,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,29,1,2,30,72,2,2,4,1500,0,1,2,1,2,2,2,2,1,2
1,"LIMA",2,36,1,2,110,60,2,2,2,240,0,2,1,1,2,2,2,2,1,2
1,"LIMA",2,30,1,2,2,48,2,2,2,180,0,1,1,2,2,2,2,2,1,2
1,"LIMA",2,43,1,2,130,74,2,2,4,1200,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,4,72,2,2,2,250,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,28,1,2,2,66,2,2,2,250,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,30,1,1,50,66,2,2,3,465,0,1,1,2,2,2,2,1,1,2
2,"LIMA",2,58,2,2,1,10,1,1,2,80,10,2,2,1,2,2,2,2,2,2
2,"LIMA",1,57,1,2,2,72,2,1,2,220,70,2,2,1,2,2,2,2,1,2
3,"LIMA",2,60,1,2,2,60,2,1,3,470,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,42,1,2,2,60,2,1,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,27,1,2,15,60,2,1,3,500,90,1,2,1,2,2,2,2,1,2
2,"LIMA",2,48,1,1,5,35,2,1,4,930,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,27,1,2,4,105,2,2,2,237,35,1,2,1,2,2,2,2,2,2
2,"LIMA",2,49,1,2,5,48,1,1,2,200,12,1,2,1,2,2,2,2,2,2
2,"LIMA",1,50,1,2,10,48,1,1,2,300,60,2,1,1,2,2,2,2,1,2
2,"LIMA",1,32,1,1,200,59,1,2,4,1200,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,24,1,2,25,16,1,2,2,360,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,51,1,2,20,97,2,2,1,60,7,1,1,1,2,2,2,2,1,2
2,"LIMA",2,52,1,2,2,72,2,2,4,900,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,25,1,2,10,28,1,2,4,950,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,3,60,1,1,2,280,0,1,2,2,2,2,2,2,1,2
2,"LIMA",2,23,1,2,4,56,2,1,2,300,8,2,1,2,2,2,2,2,1,2
2,"LIMA",2,40,2,2,1,36,2,2,1,50,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,35,1,1,2,60,2,2,3,600,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,17,1,2,2,9,1,2,1,40,0,1,1,2,2,2,2,2,1,2
2,"LIMA",1,18,1,2,4,48,2,2,2,240,0,1,1,2,2,2,2,2,1,2
2,"LIMA",2,27,1,2,2,61,2,2,2,280,0,2,2,2,2,2,2,2,1,2
2,"LIMA",2,26,1,2,10,42,1,2,1,80,20,2,2,1,2,2,2,2,2,2
2,"LIMA",1,25,1,2,3,66,2,2,2,250,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,22,1,2,10,50,2,1,1,70,0,1,1,2,2,2,2,2,2,2
2,"LIMA",1,67,1,2,3,60,2,2,2,300,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,28,1,2,5,61,2,2,2,280,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,54,2,2,1,33,2,2,2,550,60,1,2,1,2,2,2,2,1,2
3,"LIMA",2,33,1,2,2,66,2,2,2,300,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,17,1,2,6,54,2,2,2,280,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,34,1,2,8,60,2,2,1,20,8,1,2,1,2,2,2,2,2,2
3,"LIMA",1,37,1,2,4,61,2,2,2,200,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,27,1,2,5,56,2,2,2,200,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,28,1,2,10,66,2,2,2,400,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,24,1,2,2,66,2,2,2,250,0,2,2,2,2,2,2,2,1,2
3,"LIMA",2,41,1,2,2,48,2,2,2,250,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,22,1,2,3,60,2,2,4,1200,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,45,1,2,25,78,2,2,3,600,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,19,1,2,2,42,2,2,2,150,0,1,2,2,2,2,2,2,2,2
2,"LIMA",1,40,1,2,7,66,2,2,2,200,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,35,1,2,2,66,2,2,1,50,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,33,1,2,2,48,2,2,4,1000,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,31,1,2,20,84,2,2,2,280,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,34,1,2,2,72,2,2,2,250,48,1,2,1,2,2,2,2,1,2
2,"LIMA",2,51,1,2,2,59,1,1,2,200,16,2,2,1,2,2,2,2,2,2
3,"LIMA",1,24,1,2,5,81,2,1,3,500,391,1,1,1,2,2,2,2,1,2
2,"LIMA",1,50,1,1,60,54,2,2,4,1200,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,25,1,2,30,60,2,2,3,600,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,32,1,1,15,55,2,2,4,1400,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,28,1,2,200,66,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,24,1,2,7,60,2,2,2,280,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,20,1,2,40,66,2,2,2,280,0,1,2,2,2,2,2,2,1,2
2,"LIMA",2,26,1,2,3,60,2,2,2,300,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,28,1,2,3,24,2,2,2,180,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,5,42,2,2,3,458,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,26,1,1,17,32,2,2,3,700,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,53,1,2,10,60,2,2,2,300,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,28,1,1,10,72,2,2,3,750,0,2,2,1,2,2,2,2,2,2
1,"LIMA",1,27,1,2,5,48,2,2,2,250,0,1,1,1,2,2,2,2,1,2
1,"LIMA",2,23,1,2,10,54,2,2,2,250,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,23,1,2,5,66,2,2,2,280,0,2,2,2,2,2,2,2,1,2
1,"LIMA",2,23,1,2,3,45,2,2,2,300,0,1,2,2,2,2,2,2,2,2
1,"LIMA",2,54,2,2,1,24,2,2,4,1386,0,1,2,1,2,2,2,2,2,2
1,"LIMA",2,30,1,2,5,44,2,2,4,1000,0,2,2,1,2,2,2,2,2,2
1,"LIMA",1,31,1,2,6,58,2,2,2,350,0,2,2,1,2,2,2,2,1,2
1,"LIMA",1,25,1,2,10,64,2,2,2,270,0,1,2,2,2,2,2,2,2,2
1,"LIMA",2,36,1,1,10,42,2,2,4,2000,0,1,1,1,2,2,2,2,1,2
1,"LIMA",1,38,1,2,35,66,2,2,2,350,18,1,1,1,2,2,2,2,1,2
1,"LIMA",1,18,1,2,20,66,2,2,2,300,0,1,2,2,2,2,2,2,2,2
1,"LIMA",1,14,1,2,15,39,2,1,2,78,0,1,1,2,2,2,2,2,2,2
1,"LIMA",2,20,1,2,2,63,2,2,2,200,8,1,2,2,2,2,2,2,1,2
1,"LIMA",1,31,1,2,80,77,2,1,3,700,0,1,2,1,2,2,2,2,1,2
