"ESTRATO","DEPARTAMENTO","P204","P205A","P612","P613","P614T","P615T","P617","P619","P621","P6221","P6222","P625","P635","P636","P6381","P6382","P6383","P6384","P6391","P6392"
3,"LIMA",1,23,1,2,10,60,1,2,3,500,0,2,2,1,2,2,2,2,2,2
3,"LIMA",2,18,1,2,3,48,2,2,2,150,10,1,2,2,2,2,2,2,1,2
3,"LIMA",1,35,1,2,9,72,2,2,3,550,120,1,2,1,2,2,2,2,1,1
3,"LIMA",2,36,1,2,2,84,2,2,1,30,3,1,2,1,2,2,2,2,1,2
3,"LIMA",1,28,1,2,6,72,1,1,3,440,62,1,1,1,2,2,2,2,1,2
2,"LIMA",1,66,1,2,3,58,1,1,2,220,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,34,1,2,30,58,1,2,3,600,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,35,1,1,80,35,1,2,4,930,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,43,1,2,0,56,1,2,2,280,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,38,1,2,20,72,1,2,4,1300,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,24,1,2,9,72,1,1,2,250,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,26,1,1,8,36,1,2,4,1300,0,2,2,2,2,2,2,2,1,2
2,"LIMA",1,28,1,1,50,54,1,2,4,1700,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,26,1,2,3,24,1,1,4,1100,0,1,2,2,2,2,2,2,1,2
2,"LIMA",1,43,1,2,8,48,1,1,4,800,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,20,1,1,0,48,1,2,3,650,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,28,1,1,10,73,1,2,4,1450,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,32,1,1,10,66,2,2,4,850,0,2,2,2,2,2,2,2,1,2
2,"LIMA",1,35,1,1,25,49,1,2,4,1980,56,2,2,1,2,2,1,2,1,2
2,"LIMA",2,15,1,2,1,10,1,2,3,150,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,25,1,2,22,60,2,2,4,930,850,1,2,1,2,2,2,2,1,2
3,"LIMA",2,32,1,1,50,48,2,2,4,923,450,2,2,1,2,2,2,2,1,2
3,"LIMA",1,41,1,2,50,70,2,2,2,200,80,1,2,1,2,2,2,2,1,2
3,"LIMA",2,34,1,2,4,49,2,1,1,20,10,2,2,2,2,2,2,2,2,2
3,"LIMA",2,17,1,2,4,84,2,2,4,800,0,1,2,2,2,2,2,2,2,2
3,"LIMA",2,30,1,2,2,48,1,1,2,160,40,2,2,1,2,2,2,2,1,2
3,"LIMA",2,29,1,2,5,60,2,2,2,160,60,1,2,1,2,2,2,2,1,2
3,"LIMA",1,40,1,2,1,91,2,2,4,700,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,40,3,2,2,15,1,1,NA,NA,NA,1,2,1,2,2,2,2,1,2
3,"LIMA",2,38,1,2,5,60,2,2,2,210,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,36,1,2,1,98,2,2,1,60,30,2,2,1,2,2,2,2,1,2
3,"LIMA",1,24,1,1,0,48,2,2,4,930,580,2,2,1,2,2,2,2,1,2
3,"LIMA",2,25,1,2,3,60,2,2,3,470,270,2,2,1,2,2,2,2,1,2
3,"LIMA",1,29,1,2,8,72,2,2,4,1500,750,2,1,1,2,2,2,2,1,2
2,"LIMA",1,34,1,2,3,55,1,2,4,1000,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,30,2,2,1,72,1,2,1,40,8,1,2,1,2,2,2,2,1,2
2,"LIMA",1,26,1,2,2,72,1,2,1,40,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,23,2,2,1,60,1,2,2,180,210,1,2,1,2,2,2,2,2,2
2,"LIMA",1,49,1,2,4,72,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,47,1,2,5,50,1,2,3,1000,0,2,2,1,2,2,2,2,2,2
2,"LIMA",1,18,1,2,4,72,2,2,4,1000,0,2,2,2,2,2,2,2,2,2
2,"LIMA",1,23,1,2,2,91,1,2,1,60,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,50,1,2,8,48,1,2,3,600,210,2,2,1,2,2,2,2,1,2
2,"LIMA",2,42,2,2,1,65,1,2,4,1000,300,2,1,1,2,2,2,2,1,2
2,"LIMA",1,32,1,2,7,78,1,2,2,220,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,8,60,1,2,2,250,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,52,1,2,5,60,1,2,2,250,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,23,1,2,1,60,2,2,3,700,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,36,1,2,15,72,1,2,3,550,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,42,1,2,5,84,2,2,2,300,0,1,1,1,2,2,2,2,2,2
2,"LIMA",1,18,1,2,5,84,2,2,2,200,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,17,1,2,5,72,1,2,2,250,0,1,2,2,2,2,2,2,2,2
2,"LIMA",1,50,1,2,15,54,1,1,3,700,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,27,1,2,8,45,1,1,2,300,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,25,1,2,4,48,2,2,4,900,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,26,1,2,4,72,1,2,2,240,0,1,1,1,2,2,2,2,1,2
2,"LIMA",1,35,1,2,25,78,1,2,4,1299,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,5,60,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,10,72,2,2,4,1200,0,1,2,1,2,2,2,2,2,2
2,"LIMA",2,28,1,2,3,60,1,2,4,950,0,1,2,2,2,2,2,2,2,2
2,"LIMA",1,23,1,2,10,57,2,2,4,950,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,36,1,2,1,60,2,2,4,900,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,41,1,1,20,60,2,2,3,930,200,2,1,1,2,2,2,2,1,2
2,"LIMA",1,26,1,2,4,60,2,2,4,950,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,27,1,2,3,48,2,1,2,120,0,2,1,1,2,2,2,2,1,2
2,"LIMA",1,19,1,2,20,48,1,2,3,1000,0,2,2,2,2,2,2,2,1,2
2,"LIMA",1,34,1,1,30,48,2,2,4,1800,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,32,1,2,9,72,2,2,4,900,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,22,1,2,2,72,2,2,2,280,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,20,1,2,6,48,2,2,3,465,0,2,1,2,2,2,2,2,1,2
2,"LIMA",2,30,1,2,8,52,1,2,4,1200,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,29,1,2,8,44,2,2,4,1000,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,29,1,2,2,72,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,35,1,2,6,72,2,2,2,250,0,1,2,2,2,2,2,2,2,2
3,"LIMA",1,28,1,1,20,54,1,2,3,930,0,1,1,2,2,2,2,2,2,2
3,"LIMA",2,25,1,2,2,70,1,2,3,700,0,1,2,1,2,2,2,2,2,2
3,"LIMA",1,53,1,2,11,66,2,1,3,1150,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,29,1,2,10,74,1,2,3,750,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,28,1,2,1,48,1,2,2,250,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,28,1,2,4,60,1,2,2,850,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,25,1,2,3,72,2,2,4,900,0,1,2,2,2,2,2,2,1,2
3,"LIMA",2,26,1,2,5,60,1,2,4,850,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,50,1,2,6,72,1,2,3,450,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,20,1,2,8,78,2,1,3,465,0,1,1,1,2,2,2,2,2,2
3,"LIMA",1,24,1,2,7,54,1,1,2,232,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,52,1,2,10,66,2,2,2,250,0,1,2,1,2,2,2,2,2,2
3,"LIMA",2,22,1,2,20,48,2,1,1,40,0,1,2,1,2,2,2,2,1,2
3,"LIMA",1,38,1,2,0,33,1,1,4,3500,0,2,2,1,2,2,2,2,1,2
3,"LIMA",1,22,1,2,5,78,1,2,2,180,0,2,1,1,2,2,2,2,1,2
3,"LIMA",2,20,2,2,1,72,1,1,2,240,0,2,1,2,2,2,2,2,1,2
3,"LIMA",2,21,1,2,4,54,2,1,1,30,0,2,1,2,2,2,2,2,1,2
3,"LIMA",2,19,1,2,10,56,2,2,3,420,0,2,2,2,2,2,2,2,2,2
3,"LIMA",1,20,1,2,30,91,1,2,2,280,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,36,1,1,60,112,1,2,2,520,0,2,2,1,2,2,2,2,2,2
3,"LIMA",1,28,1,2,30,70,2,2,4,2000,0,2,2,1,2,2,2,2,1,2
3,"LIMA",2,26,1,1,30,14,1,1,3,1500,0,2,1,1,2,2,2,2,1,2
3,"LIMA",1,38,1,2,8,48,2,2,3,470,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,33,1,1,82,48,1,2,3,380,0,1,1,1,2,2,2,2,1,2
3,"LIMA",2,36,1,2,9,27,1,1,2,150,0,2,2,2,2,2,2,2,1,2
3,"LIMA",1,18,1,2,4,60,1,2,2,180,0,1,2,1,2,2,2,2,1,2
3,"LIMA",2,21,1,2,3,60,1,2,3,180,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,32,1,2,2,72,2,2,3,430,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,39,1,2,10,72,2,2,2,300,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,45,1,2,8,60,2,2,2,360,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,25,1,2,2,70,2,2,2,280,56,1,2,1,2,2,2,2,1,2
2,"LIMA",1,28,1,2,60,60,2,2,2,400,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,30,48,2,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,30,47,2,2,4,1300,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,32,1,2,4,72,2,2,2,350,60,1,2,1,2,2,2,2,1,2
2,"LIMA",1,30,1,2,3,54,2,1,2,300,54,2,2,1,2,2,2,2,2,1
2,"LIMA",1,21,1,2,4,24,2,2,1,175,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,1,0,43,1,2,4,1350,120,2,2,1,2,2,2,2,1,2
2,"LIMA",1,30,1,1,0,46,2,2,4,1350,120,2,2,1,2,2,2,2,1,2
2,"LIMA",1,42,2,2,1,66,2,2,3,600,42,2,2,1,2,2,2,2,1,2
2,"LIMA",1,28,1,2,1,72,2,2,4,850,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,29,1,2,12,66,2,2,3,600,0,2,2,1,2,2,2,2,2,2
2,"LIMA",2,28,1,2,12,65,2,2,3,500,0,1,2,2,2,2,2,2,2,2
1,"LIMA",1,26,1,2,4,60,1,2,2,270,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,20,1,2,3,72,1,2,2,180,0,1,2,1,2,2,2,2,1,2
1,"LIMA",1,24,1,2,20,72,1,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,36,1,2,0,56,1,1,2,317,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,27,1,2,50,48,2,2,3,465,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,31,1,2,4,66,2,2,3,350,0,1,1,2,2,2,2,2,2,2
2,"LIMA",2,30,1,2,1,92,2,2,1,210,0,1,2,1,2,2,2,2,2,2
2,"LIMA",1,30,1,2,4,54,2,2,2,250,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,24,1,2,7,72,2,2,2,200,11,1,2,1,2,2,2,2,1,2
2,"LIMA",1,35,1,2,2,54,2,2,2,240,0,2,2,1,2,2,2,2,1,2
2,"LIMA",1,26,1,2,22,54,1,2,2,350,0,2,2,1,2,2,2,2,1,2
2,"LIMA",2,35,1,2,4,48,2,2,2,200,0,1,2,1,2,2,2,2,1,2
2,"LIMA",1,41,1,2,50,84,1,2,1,50,0,2,1,1,2,2,2,2,1,2
2,"LIMA",2,26,1,2,5,54,1,2,2,200,0,1,2,1,2,2,2,2,1,2
2,"LIMA",2,38,1,2,2,48,2,2,4,800,0,2,2,1,2,2,2,2,1,2
2,"TUMBES",2,28,1,2,5,70,2,2,1,35,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,25,1,2,5,70,2,2,1,35,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",2,49,1,2,4,84,2,2,2,175,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,32,1,2,4,41,1,1,2,150,0,1,1,1,2,2,2,2,2,2
2,"TUMBES",1,27,1,2,4,44,1,1,2,200,0,1,1,1,2,2,2,2,2,2
2,"TUMBES",1,24,1,2,8,76,2,2,2,210,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,34,1,2,10,63,2,2,2,225,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",2,32,1,2,6,64,2,2,2,200,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",1,30,1,2,5,42,2,2,2,120,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",1,27,1,2,4,42,2,2,1,25,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",1,32,1,2,4,77,2,2,2,250,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",2,32,1,2,10,63,2,2,2,200,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,26,1,2,10,84,2,2,2,210,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",1,36,1,2,3,77,2,2,2,250,0,1,1,2,2,2,2,2,2,2
2,"TUMBES",1,35,1,2,3,49,1,2,2,150,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,29,1,2,3,24,2,1,1,50,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,22,1,2,2,2,1,1,1,20,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,24,1,2,6,72,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,35,1,2,5,54,1,2,2,360,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,49,1,2,30,60,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,23,1,2,10,72,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,48,1,2,2,72,2,2,3,465,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,23,1,2,12,24,2,1,1,60,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,32,1,2,6,0,2,2,2,210,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,21,1,2,19,72,2,2,1,40,0,1,1,2,2,2,2,2,1,2
2,"TUMBES",1,21,1,2,14,70,2,2,1,40,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,33,1,2,2,56,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,24,1,2,20,77,2,2,1,40,0,1,1,1,2,2,2,2,1,2
2,"TUMBES",1,36,1,2,4,60,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,38,1,2,2,72,2,2,3,720,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,32,1,2,2,48,2,2,2,120,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,33,1,2,2,84,2,2,1,25,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,37,1,2,1,98,2,2,1,30,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,20,1,2,6,84,2,2,4,840,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",1,23,1,2,3,56,2,1,2,90,0,1,2,2,2,2,2,2,2,2
1,"TUMBES",2,25,1,2,4,63,2,2,1,30,0,1,2,1,2,2,2,2,1,2
1,"TUMBES",1,24,1,2,1,98,2,2,1,35,0,1,1,1,2,2,2,2,1,2
1,"TUMBES",1,32,1,2,10,84,2,2,2,350,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,25,1,2,6,84,2,2,1,50,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,23,1,2,2,84,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,27,1,2,8,84,2,2,1,50,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,28,1,2,8,56,2,2,1,30,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,25,1,2,8,60,2,2,4,758,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",2,44,1,2,4,84,2,2,1,40,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,34,1,2,5,68,1,2,4,758,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",1,23,1,2,2,84,2,2,1,40,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,32,1,2,10,72,2,1,1,20,0,1,1,1,2,2,2,2,2,2
2,"TUMBES",1,24,1,2,6,92,2,2,1,20,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,29,1,2,4,48,1,1,1,40,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",1,29,1,2,17,100,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,32,1,1,10,72,2,2,3,465,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,32,1,2,10,36,2,2,1,25,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",1,22,1,2,10,42,2,2,1,25,0,1,2,2,2,2,2,2,1,2
2,"TUMBES",2,21,1,2,10,54,2,2,1,25,0,1,2,2,2,2,2,2,2,2
2,"TUMBES",1,21,1,2,10,54,2,2,1,25,0,1,2,1,2,2,2,2,2,2
2,"TUMBES",2,24,1,2,8,63,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,23,1,2,8,63,2,2,1,30,0,1,2,1,2,2,2,2,1,2
2,"TUMBES",2,18,1,2,10,56,2,2,1,30,0,1,2,2,2,2,2,2,2,2
3,"AREQUIPA",1,25,1,2,3,42,1,2,3,400,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",2,26,1,2,16,46,1,2,3,930,156,1,2,2,2,2,2,2,2,2
3,"AREQUIPA",2,22,1,2,1,108,2,2,4,900,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,37,1,2,20,76,1,1,2,480,0,1,1,1,2,2,2,2,2,2
3,"AREQUIPA",2,42,1,1,6,58,1,2,3,430,0,2,2,1,2,2,2,2,2,2
3,"AREQUIPA",2,22,1,2,12,83,1,2,3,930,156,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,21,1,1,12,64,1,2,3,425,182,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,26,1,2,1,80,1,2,4,900,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,35,1,2,1,78,1,2,2,230,468,1,2,2,2,2,2,2,1,2
3,"AREQUIPA",1,34,1,1,10,48,1,2,3,800,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,47,1,1,40,54,1,2,4,1000,0,1,1,2,2,2,2,2,1,2
3,"AREQUIPA",1,23,1,2,5,38,1,2,2,220,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,37,1,1,3,69,1,2,4,930,160,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,28,1,2,NA,49,1,2,4,930,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,25,1,1,20,36,1,2,2,420,0,1,2,2,2,2,2,2,1,2
3,"AREQUIPA",2,28,1,1,20,52,1,2,4,930,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,29,1,2,35,68,1,2,4,1200,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,32,1,2,3,72,1,2,3,600,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,41,1,2,16,72,1,2,3,500,0,2,1,1,2,2,2,2,2,2
3,"AREQUIPA",2,34,1,2,5,40,1,2,2,200,0,2,1,1,2,2,2,2,2,2
3,"AREQUIPA",1,29,1,2,9,60,1,2,3,465,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,42,1,1,5,54,1,2,3,800,0,2,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,36,1,2,2,72,1,2,3,450,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,37,1,2,12,60,1,2,3,500,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,36,1,2,5,72,1,2,3,450,80,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,37,1,2,14,60,1,2,4,1300,0,2,1,1,2,2,2,2,2,2
3,"AREQUIPA",2,33,1,2,4,66,1,2,4,930,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",2,25,1,2,4,40,1,2,1,35,0,1,1,2,2,2,2,2,2,2
3,"AREQUIPA",1,24,1,2,2,72,1,2,2,215,36,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,31,1,2,7,48,1,2,3,450,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,33,1,2,2,54,1,1,1,25,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,18,1,2,5,28,1,2,3,300,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,32,1,1,7,45,2,2,4,1750,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,34,1,1,NA,45,2,2,4,5000,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,29,1,1,12,40,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,29,1,1,5,48,2,2,4,1000,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,26,1,1,3,48,2,2,4,1200,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,27,1,2,3,72,2,2,4,850,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,27,1,1,11,65,2,2,3,600,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,20,1,2,3,134,2,1,4,500,0,2,2,2,2,2,2,2,1,2
3,"AREQUIPA",1,43,1,2,6,54,2,2,4,1100,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,19,1,2,3,66,2,1,3,400,0,2,2,2,2,2,2,2,2,2
3,"AREQUIPA",1,30,1,2,3,112,2,2,4,750,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,29,1,2,1,76,2,2,3,600,0,2,1,2,2,2,2,2,1,2
3,"AREQUIPA",1,35,1,1,6,67,2,1,4,1350,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,33,1,2,1,48,2,2,4,850,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,26,1,2,2,72,2,2,4,850,0,1,1,1,2,2,2,2,1,2
3,"AREQUIPA",1,32,1,1,7,60,2,2,4,930,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,48,2,1,1,60,2,2,3,450,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,43,1,1,2,72,2,2,4,1000,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,27,1,1,15,60,2,2,4,1440,0,1,2,2,2,2,2,2,2,2
3,"AREQUIPA",1,42,1,2,3,72,2,1,3,450,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,20,1,2,8,60,2,2,3,450,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,22,1,1,85,96,2,2,2,300,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,37,1,1,12,60,2,2,3,720,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,46,1,2,5,60,2,2,3,380,0,1,2,1,1,2,2,2,2,2
3,"AREQUIPA",2,19,1,2,8,60,2,2,3,450,0,2,2,2,2,2,2,2,2,2
3,"AREQUIPA",1,31,1,2,15,60,2,2,3,460,0,1,2,2,2,2,2,2,1,2
3,"AREQUIPA",1,28,1,1,6,60,2,2,3,450,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,24,1,2,5,72,2,2,3,400,0,2,2,2,2,2,2,2,1,2
3,"AREQUIPA",2,33,1,2,6,60,2,1,3,460,0,2,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,37,1,2,2,72,2,2,2,180,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,25,1,2,10,60,2,2,2,200,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,34,1,2,3,54,1,1,3,450,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,17,1,2,20,30,2,2,2,150,35,2,2,2,2,2,2,2,1,2
3,"AREQUIPA",1,36,1,2,4,66,2,2,3,450,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,42,1,2,55,72,2,2,1,50,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,27,1,1,20,50,1,2,4,1100,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,28,1,1,44,50,1,2,4,1000,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,25,1,1,30,48,1,2,4,1300,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,25,1,1,4,66,1,2,4,930,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,33,1,2,6,60,1,1,4,1200,0,2,2,1,2,2,2,2,2,2
3,"AREQUIPA",2,33,1,2,20,48,1,2,4,950,0,2,2,2,2,2,2,2,2,2
3,"AREQUIPA",2,36,1,2,5,54,1,2,3,450,150,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,39,1,2,4,48,1,1,2,360,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,40,1,2,3,60,1,2,2,300,100,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,34,1,2,5,54,1,1,4,950,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,50,1,1,NA,55,1,2,4,3000,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,34,1,2,6,60,1,2,3,900,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,32,1,2,5,48,1,1,4,450,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,33,1,2,30,55,1,2,4,1200,210,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,35,1,2,4,40,1,2,4,930,0,1,2,1,2,2,2,2,2,2
3,"AREQUIPA",1,30,1,2,4,77,2,2,2,250,0,2,1,1,2,2,2,2,1,2
3,"AREQUIPA",2,54,1,2,5,48,1,2,4,930,0,1,2,2,2,2,2,2,2,2
3,"AREQUIPA",1,30,1,2,15,71,1,2,4,950,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,27,1,2,NA,60,1,2,2,300,70,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,27,1,2,5,30,1,1,3,250,0,1,1,1,2,2,2,2,2,2
3,"AREQUIPA",2,22,1,2,25,48,1,2,4,950,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,55,1,1,NA,55,2,2,4,10000,0,2,2,1,2,2,2,2,1,2
3,"AREQUIPA",1,38,1,2,15,48,1,2,4,1000,0,1,2,1,2,2,2,2,1,2
3,"AREQUIPA",2,30,1,2,8,60,1,2,4,950,0,2,2,1,2,2,2,2,1,2
