"ESTRATO","DEPARTAMENTO","P204","P205_A","P612","P613","P614_T","P615_T","P617","P619","P621","P622_1","P622_2","P625","P635","P636","P638_1","P638_2","P638_3","P638_4","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2"
2,"LIMA",1,26,3,2,20,74,1,2,2,220,60,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,25,3,2,6,34,1,2,2,160,0,1,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",2,38,3,2,2,60,2,2,3,465,0,1,3,1,2,2,2,2,1,1,3,3,2
2,"LIMA",1,38,4,2,8,60,1,2,2,250,0,1,3,1,2,2,2,2,1,1,3,3,2
2,"LIMA",1,36,4,2,10,60,1,2,2,233,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,38,4,2,50,64,1,2,2,250,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,35,4,2,50,76,1,2,2,250,0,1,3,1,2,2,2,2,1,1,2,2,2
3,"LIMA",1,19,4,1,20,60,1,2,3,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,31,4,2,12,40,1,1,2,180,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,30,4,2,35,72,1,2,2,250,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,37,4,2,50,78,1,2,2,180,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,39,3,2,1,35,1,2,2,150,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,33,3,2,18,66,2,2,3,750,0,1,2,2,2,2,2,2,1,1,2,2,2
3,"LIMA",2,25,3,2,6,60,2,1,4,950,0,2,2,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,32,4,2,10,58,2,2,4,1100,0,1,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,23,3,2,30,84,2,2,4,800,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,3,2,1,48,2,2,4,1200,0,1,3,2,2,2,2,2,1,1,4,3,2
2,"LIMA",1,46,4,2,50,48,2,2,2,400,0,1,3,2,2,2,2,2,1,1,2,2,2
2,"LIMA",2,46,6,2,2,48,2,2,4,950,0,1,3,1,2,2,2,2,1,1,2,3,2
2,"LIMA",2,24,3,2,8,48,2,2,4,950,0,2,3,2,2,2,2,2,1,1,3,2,2
2,"LIMA",1,46,4,2,60,48,1,2,2,350,0,1,2,1,2,2,2,2,1,1,2,2,2
2,"LIMA",1,23,4,2,5,56,2,2,2,250,0,1,3,2,2,2,2,2,1,1,2,1,2
2,"LIMA",2,48,6,2,1,48,2,2,4,950,0,1,2,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,26,3,2,10,84,2,2,4,880,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,28,3,2,6,84,2,2,2,420,0,1,3,1,2,2,2,2,1,1,4,1,2
1,"LIMA",2,48,6,2,1,18,1,1,4,240,0,1,2,1,2,2,2,2,1,1,5,2,2
1,"LIMA",1,20,3,2,8,84,2,2,2,260,0,1,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",1,25,4,2,2,50,2,2,2,250,0,1,5,1,2,2,2,2,1,1,6,2,2
2,"LIMA",1,57,3,2,4,77,2,2,4,1000,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,41,4,2,5,54,2,2,2,200,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,38,4,2,25,84,2,2,4,950,0,1,3,1,2,2,2,2,1,1,5,2,2
2,"LIMA",1,28,3,2,20,60,2,2,4,1300,500,2,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,22,3,2,20,60,2,2,4,930,500,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,24,6,2,1,48,2,2,4,1010,240,1,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,22,3,2,4,84,2,2,2,210,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,22,3,2,8,56,2,2,4,840,192,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,48,3,2,2,84,2,2,2,245,0,1,1,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,28,3,2,17,54,2,2,2,150,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,35,3,2,70,90,2,2,2,210,0,1,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",1,28,3,2,30,90,2,2,2,180,0,1,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",2,24,3,2,80,54,2,2,4,930,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,3,2,30,63,2,2,4,930,0,1,3,1,2,2,2,2,1,1,5,1,2
3,"LIMA",2,38,6,2,1,63,1,1,3,600,0,1,3,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,20,4,2,4,56,1,1,2,290,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,29,3,2,15,60,2,2,2,255,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,36,3,2,18,8,1,1,1,50,0,1,3,1,2,2,2,2,1,2,4,2,2
3,"LIMA",1,40,3,1,15,60,2,2,3,425,0,2,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,34,3,2,7,60,2,1,4,1300,0,2,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",1,32,3,2,5,44,1,2,3,750,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,32,3,2,4,44,1,2,3,500,0,2,3,2,2,2,2,2,1,1,6,1,2
3,"LIMA",2,60,6,2,1,36,1,2,1,30,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,37,4,2,3,60,1,2,2,300,0,1,2,1,2,2,2,2,1,1,2,3,2
3,"LIMA",1,24,3,2,25,54,1,2,2,233,0,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",2,28,6,2,1,61,2,2,3,600,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,26,4,2,20,55,1,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,30,3,2,25,54,2,2,3,600,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,32,3,1,5,48,2,2,3,920,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,42,3,2,4,24,2,2,3,465,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,47,4,2,1,0,2,2,2,300,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,19,4,2,5,81,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,28,4,1,9,89,2,1,2,250,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,25,3,1,30,58,2,2,4,1200,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,23,3,2,5,66,2,2,4,800,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,25,4,2,30,64,2,2,2,240,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,27,4,2,8,54,1,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,26,3,2,2,54,2,2,3,503,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,42,6,2,1,66,1,2,4,900,0,2,1,2,2,2,2,2,1,1,4,2,2
2,"LIMA",1,48,3,2,2,84,1,2,3,600,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,27,3,2,13,48,2,2,4,930,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,37,4,2,3,72,2,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,58,4,2,2,84,1,2,2,120,0,1,3,2,2,2,2,2,1,1,4,1,2
1,"LIMA",2,51,3,2,2,30,1,2,2,210,0,1,5,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,19,6,2,1,40,2,2,3,300,35,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,32,4,2,10,93,1,2,3,1000,0,1,2,1,2,2,2,2,1,1,3,2,2
1,"LIMA",1,21,4,2,80,67,1,2,3,580,100,2,3,1,2,2,2,2,1,1,3,1,2
1,"LIMA",1,38,4,2,40,66,1,2,2,240,0,2,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",2,23,3,2,10,22,2,2,2,240,0,2,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",1,28,4,2,6,60,1,2,2,280,71,2,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",2,27,4,2,25,48,1,2,2,300,40,2,2,1,2,2,2,2,1,1,4,2,2
1,"LIMA",1,46,4,2,6,60,1,2,2,430,0,1,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",2,32,3,2,1,0,1,1,1,70,0,1,1,1,2,2,2,2,1,1,2,2,2
1,"LIMA",1,25,4,2,25,48,1,2,2,300,40,2,3,1,2,2,2,2,1,1,4,2,2
1,"LIMA",2,36,3,1,50,57,1,2,3,465,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,26,3,2,10,84,1,1,2,235,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,30,3,2,10,78,2,2,2,230,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,25,3,2,10,78,2,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
1,"LIMA",2,28,3,2,3,72,1,2,2,200,60,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,26,4,1,30,44,1,2,4,930,0,2,3,1,2,2,2,2,1,2,3,1,1
1,"LIMA",1,17,4,2,3,46,1,1,2,150,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,23,3,1,3,58,1,2,1,35,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,24,3,2,1,60,1,2,1,30,0,1,2,2,2,2,2,2,1,1,3,1,2
3,"LIMA",1,39,4,2,4,61,1,1,2,400,0,1,2,1,2,2,2,2,1,1,2,2,2
3,"LIMA",1,32,4,2,4,56,1,2,2,400,0,1,3,1,2,2,2,2,1,2,2,2,2
3,"LIMA",1,26,3,2,10,72,2,2,2,350,0,2,1,1,2,2,2,2,1,1,2,3,2
3,"LIMA",2,22,3,2,4,60,2,2,3,470,0,1,1,1,2,2,2,2,1,1,2,3,2
3,"LIMA",1,47,4,2,5,60,1,2,3,1000,0,2,3,1,2,2,2,2,1,2,4,1,2
3,"LIMA",2,39,4,2,3,51,2,2,2,150,66,1,3,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,24,4,2,4,59,1,2,4,900,0,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",1,38,3,2,2,116,1,2,2,240,72,1,3,1,2,2,2,2,1,2,3,1,2
2,"LIMA",1,40,3,2,10,106,1,2,4,1200,0,2,3,1,2,2,2,2,1,2,4,2,2
2,"LIMA",1,31,4,1,40,76,2,2,3,460,48,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,29,3,2,3,68,1,2,3,550,75,2,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,39,3,2,5,25,2,2,1,20,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,45,3,2,25,44,1,2,4,950,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,25,3,2,23,26,1,1,1,50,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,24,3,2,10,48,2,2,3,360,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,35,4,2,70,105,1,2,2,230,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,30,4,2,35,90,1,1,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,19,4,2,3,50,1,2,2,240,0,2,2,2,2,2,2,2,1,1,2,1,2
2,"LIMA",1,40,4,2,35,90,1,2,2,250,0,1,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",1,28,4,2,20,50,1,1,3,465,0,1,3,1,2,2,2,2,1,1,3,3,2
2,"LIMA",2,23,3,2,14,54,2,2,3,500,0,1,3,2,2,2,2,2,1,1,3,2,2
2,"LIMA",1,26,3,2,15,66,1,2,2,180,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,30,4,2,8,36,1,1,2,180,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,25,4,2,6,55,1,1,2,250,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,28,3,2,25,45,1,2,4,1000,0,1,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,31,4,2,50,54,1,2,4,1200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,29,3,2,8,54,1,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,28,3,2,5,56,2,2,2,180,0,1,2,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,33,4,2,4,36,1,1,1,40,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,27,3,2,3,72,1,2,4,950,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,33,4,2,5,72,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,29,4,2,5,72,2,2,3,500,0,1,4,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,35,3,2,5,72,1,1,3,500,0,1,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,19,4,2,40,60,2,1,3,465,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,18,4,1,40,48,2,2,3,465,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,40,3,2,30,68,2,2,4,930,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,20,3,1,60,60,1,1,4,930,0,2,1,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,34,3,2,6,54,1,2,3,500,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,36,3,2,22,44,1,1,3,600,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,21,3,2,20,72,1,2,3,500,90,1,2,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,21,3,2,3,48,1,1,1,25,10,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,38,3,1,20,72,2,2,3,800,60,1,1,1,2,2,2,2,1,1,6,3,2
2,"LIMA",2,54,6,2,1,57,2,2,2,50,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,24,3,2,13,72,1,2,3,500,60,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,25,4,2,30,66,2,2,3,500,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,55,4,1,7,72,2,2,3,465,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,26,3,1,45,66,2,2,3,465,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,24,3,1,4,60,2,2,3,420,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,19,3,2,9,66,2,2,2,250,0,1,2,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,38,3,2,0,45,2,2,4,5000,0,2,3,2,2,2,2,2,1,1,3,3,2
2,"LIMA",1,40,4,2,5,60,2,2,2,200,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,40,6,2,1,66,2,2,2,200,268,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,23,4,2,6,66,2,2,2,160,50,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,26,3,2,3,64,2,2,2,160,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,48,3,1,4,48,2,2,3,465,0,2,3,1,2,2,2,2,1,1,2,3,2
2,"LIMA",2,17,3,2,2,66,1,2,2,150,60,1,1,2,2,2,2,2,1,1,3,1,2
2,"LIMA",1,31,4,2,5,70,1,2,2,300,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,29,3,2,NA,84,1,1,2,315,0,2,1,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,18,3,2,NA,84,1,1,2,185,0,2,1,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,28,3,2,2,56,1,1,2,140,70,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,32,3,2,8,54,1,1,4,1200,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,22,4,2,40,60,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,35,6,2,1,72,1,1,2,200,0,1,3,1,2,2,2,2,1,1,2,2,2
2,"LIMA",2,38,3,2,8,48,2,2,3,500,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,3,2,2,32,1,1,1,50,8,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,23,4,2,3,48,2,2,3,600,0,1,3,1,2,2,2,2,1,1,4,3,2
3,"LIMA",2,22,6,2,2,60,2,2,2,250,90,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,27,4,2,7,72,1,2,3,465,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,39,3,2,3,72,1,1,3,500,0,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",1,25,4,2,5,72,2,1,4,1000,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,19,3,2,4,72,2,2,2,180,60,1,3,1,2,2,2,2,1,1,2,2,2
3,"LIMA",2,24,3,2,11,72,2,2,2,180,90,1,3,2,2,2,2,2,1,1,2,2,2
3,"LIMA",1,21,4,2,4,72,2,2,2,180,42,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",1,26,4,2,30,84,2,1,4,1200,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,31,3,2,2,72,1,1,2,280,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,29,3,2,30,44,2,2,3,500,0,2,3,1,2,2,2,2,1,2,3,2,2
2,"LIMA",2,49,6,1,1,48,2,2,4,1000,0,2,3,1,2,2,2,2,1,1,3,3,2
2,"LIMA",2,21,3,2,1,72,2,1,3,450,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,32,3,1,3,98,2,1,4,1000,0,1,3,1,2,2,2,2,1,1,2,2,2
2,"LIMA",2,26,3,2,6,24,2,1,2,180,90,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,3,2,3,72,2,1,2,400,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,25,3,2,40,36,1,1,2,120,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,43,6,2,1,48,2,2,2,200,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,23,3,2,3,72,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,44,3,2,3,36,2,2,2,300,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,41,3,2,4,45,2,2,4,1200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,31,4,2,6,66,2,2,2,250,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,30,4,2,3,60,2,2,1,30,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,23,4,1,5,66,2,2,2,170,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,20,4,2,5,66,2,2,2,170,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,32,3,2,15,72,2,2,4,1200,0,2,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",2,34,3,2,8,72,2,2,4,1100,0,1,3,1,2,2,2,2,1,1,4,1,2
1,"LIMA",1,22,3,2,6,50,2,2,4,1000,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,27,3,2,5,72,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,22,3,2,3,72,2,2,2,250,0,1,3,2,2,2,2,2,1,1,2,2,2
2,"LIMA",1,30,3,2,5,72,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,27,4,2,4,60,2,2,2,360,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,25,3,2,3,66,2,2,3,550,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,25,3,2,10,72,2,2,2,300,0,1,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",2,27,3,2,3,72,2,2,4,930,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,26,3,2,6,72,2,2,4,900,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",1,23,3,1,10,72,2,2,4,1100,0,2,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",1,28,3,2,8,72,2,2,2,280,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,39,3,2,6,60,2,2,2,200,0,1,1,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,33,4,2,2,48,2,1,4,800,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,25,3,1,8,48,1,2,4,1000,0,2,1,2,2,2,2,2,1,1,4,3,2
3,"LIMA",2,20,3,2,30,32,2,1,1,100,0,1,3,2,2,2,2,2,1,1,4,3,2
3,"LIMA",1,30,3,2,5,54,2,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,21,3,1,30,43,2,2,1,65,0,2,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,29,3,2,50,60,1,2,2,217,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,33,3,2,20,30,1,2,1,100,0,1,1,1,2,2,2,2,1,2,2,2,2
3,"LIMA",2,22,3,2,5,40,1,1,2,200,0,2,2,2,2,2,2,2,1,1,3,1,2
3,"LIMA",2,22,3,2,15,56,1,2,4,1000,0,1,2,2,2,2,2,2,1,1,4,3,2
3,"LIMA",2,42,6,2,1,48,1,2,4,1000,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,25,3,1,10,72,2,2,4,950,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,32,3,1,5,84,2,2,4,1000,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,32,6,2,1,66,2,2,4,1000,0,1,2,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,30,3,2,16,48,1,2,4,960,0,2,3,2,2,2,2,2,1,1,4,2,2
3,"LIMA",2,22,3,2,10,48,1,2,1,30,0,2,2,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,55,3,2,3,60,2,2,3,400,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,42,3,2,50,75,1,1,2,300,0,2,2,1,2,2,2,2,1,1,3,2,2
3,"LIMA",2,43,3,2,10,3,1,1,1,40,0,2,1,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,31,3,2,3,74,2,2,2,200,0,1,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",1,47,7,2,2,16,2,1,NA,NA,NA,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,24,3,2,12,84,2,2,2,300,0,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,47,4,2,3,0,2,1,2,210,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,33,3,2,4,72,2,2,2,200,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,24,7,2,3,60,2,1,NA,NA,NA,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,24,7,2,3,20,2,1,NA,NA,NA,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,31,3,2,1,45,2,2,3,900,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,29,3,2,1,40,2,2,3,350,0,1,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",1,27,4,2,5,12,1,1,1,40,0,1,2,1,2,2,2,2,1,1,6,1,2
2,"LIMA",2,27,6,2,1,54,2,2,3,150,0,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,24,3,2,14,66,2,2,2,200,0,2,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",2,20,3,2,13,66,2,2,2,200,0,2,2,2,2,2,2,2,1,1,4,1,2
2,"LIMA",1,35,4,2,13,49,1,2,2,200,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,52,4,2,4,60,2,2,2,300,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,48,6,2,1,12,1,2,1,20,8,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,28,3,2,3,48,2,2,3,475,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,21,3,2,8,48,2,1,4,930,0,1,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,35,3,1,48,48,2,2,3,325,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,32,3,1,49,48,2,2,3,325,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,27,3,2,2,48,2,2,3,500,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,34,3,1,17,48,2,2,3,325,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,27,3,2,10,60,2,1,3,400,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,29,4,2,5,45,2,2,2,100,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,22,4,1,2,72,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,37,4,2,3,72,2,2,2,250,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,25,4,2,3,60,2,2,2,300,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,42,4,2,1,72,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,45,3,2,2,54,2,2,1,25,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,17,3,2,15,0,2,2,3,450,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,30,4,2,3,66,2,2,2,200,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,22,3,2,3,48,2,2,2,200,0,1,3,1,2,2,2,2,1,1,2,2,2
3,"LIMA",1,21,4,2,12,54,2,2,2,300,0,2,3,1,2,2,2,2,1,2,4,1,2
2,"LIMA",1,21,4,2,4,72,2,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,20,4,2,4,84,2,2,2,200,0,1,2,1,2,2,2,2,1,2,3,1,2
2,"LIMA",1,43,3,2,8,54,1,1,2,200,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,27,3,2,3,66,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,23,3,2,2,72,2,2,2,200,0,1,2,1,2,2,2,2,1,2,2,1,2
2,"LIMA",1,20,4,2,16,72,2,2,2,300,0,1,3,1,2,2,2,2,1,2,2,2,2
