"ESTRATO","DEPARTAMENTO","P204","P205_A","P612","P613","P614_T","P615_T","P617","P619","P621","P622_1","P622_2","P625","P635","P636","P638_1","P638_2","P638_3","P638_4","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2"
2,"LIMA",2,38,3,1,20,63,1,2,3,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,31,4,1,25,72,1,2,2,350,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,29,4,2,20,84,1,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,34,4,2,20,84,1,2,2,250,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,22,4,2,5,84,1,2,2,200,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,18,3,2,4,72,1,2,2,170,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"LIMA",1,33,4,2,5,72,1,2,2,220,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,25,4,2,4,60,1,2,2,180,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,44,4,2,10,84,1,2,3,600,0,2,3,2,2,2,2,2,1,1,4,1,2
2,"LIMA",2,45,4,2,1,25,1,1,2,150,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,34,3,2,4,60,1,1,2,210,0,1,1,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,30,3,1,0,48,1,2,2,500,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,30,3,2,2,70,1,1,3,425,100,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,28,3,2,6,51,1,1,3,425,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"LIMA",1,33,3,2,80,46,1,1,3,425,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,35,4,2,6,47,1,2,2,420,60,1,3,1,2,2,2,2,1,2,2,1,1
2,"LIMA",1,30,3,2,12,72,1,2,3,500,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,27,3,2,12,54,1,1,2,250,42,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,25,3,2,12,60,2,2,2,230,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,25,3,2,4,48,1,2,4,800,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,42,3,2,39,48,1,2,3,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,22,4,2,40,77,2,1,2,220,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,28,3,1,20,51,1,2,3,1000,0,2,1,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,24,3,2,2,65,1,2,4,1000,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,23,3,1,0,54,1,2,4,940,30,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,22,3,1,23,48,1,2,4,980,100,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,21,4,2,7,54,1,2,2,250,42,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,30,3,1,8,36,1,2,4,1100,0,2,3,1,2,2,2,2,1,2,4,2,2
3,"LIMA",2,37,6,2,1,48,1,2,4,930,520,2,3,1,2,2,2,2,1,1,4,3,2
3,"LIMA",1,29,3,1,0,66,2,2,3,1600,65,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,54,4,1,10,51,2,2,4,930,0,1,3,1,2,2,2,2,1,2,4,2,2
3,"LIMA",2,42,3,2,15,50,2,2,3,550,0,1,3,1,2,2,2,2,1,2,3,2,2
3,"LIMA",2,19,6,2,1,48,2,1,4,795,182,1,1,1,2,2,2,2,1,1,4,1,1
3,"LIMA",1,23,3,2,10,60,1,2,3,500,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,18,3,2,3,48,2,2,2,150,10,1,3,2,2,2,2,2,1,2,4,1,2
3,"LIMA",1,35,3,2,9,72,2,2,3,550,120,1,3,1,2,2,2,2,1,2,3,1,1
3,"LIMA",2,36,3,2,2,84,2,2,1,30,3,1,3,1,2,2,2,2,1,2,3,1,2
3,"LIMA",1,28,4,2,6,72,1,1,3,440,62,1,2,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,66,4,2,3,58,1,1,2,220,0,1,1,1,2,2,2,2,1,1,3,3,2
2,"LIMA",1,34,3,2,30,58,1,2,3,600,0,2,1,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,35,3,1,80,35,1,2,4,930,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,43,4,2,0,56,1,2,2,280,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,38,3,2,20,72,1,2,4,1300,0,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,24,4,2,9,72,1,1,2,250,0,2,2,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,26,3,1,8,36,1,2,4,1300,0,2,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",1,28,3,1,50,54,1,2,4,1700,0,2,2,1,2,2,2,2,1,1,6,1,2
2,"LIMA",2,26,3,2,3,24,1,1,4,1100,0,1,3,2,2,2,2,2,1,1,4,2,2
2,"LIMA",1,43,3,2,8,48,1,1,4,800,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,20,3,1,0,48,1,2,3,650,0,2,2,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,28,3,1,10,73,1,2,4,1450,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,32,3,1,10,66,2,2,4,850,0,2,3,2,2,2,2,2,1,1,5,1,2
2,"LIMA",1,35,3,1,25,49,1,2,4,1980,56,2,3,1,2,2,1,2,1,1,3,1,2
2,"LIMA",2,15,4,2,1,10,1,2,3,150,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,25,3,2,22,60,2,2,4,930,850,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,32,3,1,50,48,2,2,4,923,450,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,41,3,2,50,70,2,2,2,200,80,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,34,3,2,4,49,2,1,1,20,10,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,17,3,2,4,84,2,2,4,800,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,30,3,2,2,48,1,1,2,160,40,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,29,3,2,5,60,2,2,2,160,60,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,40,4,2,1,91,2,2,4,700,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,40,7,2,2,15,1,1,NA,NA,NA,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,38,4,2,5,60,2,2,2,210,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,36,3,2,1,98,2,2,1,60,30,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,24,4,1,0,48,2,2,4,930,580,2,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,25,3,2,3,60,2,2,3,470,270,2,3,1,2,2,2,2,1,1,2,2,2
3,"LIMA",1,29,4,2,8,72,2,2,4,1500,750,2,1,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,34,3,2,3,55,1,2,4,1000,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,30,6,2,1,72,1,2,1,40,8,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,26,4,2,2,72,1,2,1,40,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,23,6,2,1,60,1,2,2,180,210,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,49,3,2,4,72,2,2,4,1000,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,47,3,2,5,50,1,2,3,1000,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,18,3,2,4,72,2,2,4,1000,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,4,2,2,91,1,2,1,60,0,1,2,1,2,2,2,2,1,1,5,1,2
2,"LIMA",1,50,3,2,8,48,1,2,3,600,210,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,42,6,2,1,65,1,2,4,1000,300,2,2,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,32,3,2,7,78,1,2,2,220,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,31,3,2,8,60,1,2,2,250,0,2,1,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,52,4,2,5,60,1,2,2,250,0,1,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",2,23,3,2,1,60,2,2,3,700,0,2,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,36,3,2,15,72,1,2,3,550,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,42,4,2,5,84,2,2,2,300,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,18,4,2,5,84,2,2,2,200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,17,4,2,5,72,1,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,50,4,2,15,54,1,1,3,700,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,27,4,2,8,45,1,1,2,300,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,25,3,2,4,48,2,2,4,900,0,1,1,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,26,4,2,4,72,1,2,2,240,0,1,2,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,35,3,2,25,78,1,2,4,1299,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",1,30,3,2,5,60,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,31,3,2,10,72,2,2,4,1200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,28,3,2,3,60,1,2,4,950,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,23,3,2,10,57,2,2,4,950,0,2,2,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,36,3,2,1,60,2,2,4,900,0,1,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,41,3,1,20,60,2,2,3,930,200,2,1,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,26,3,2,4,60,2,2,4,950,0,2,2,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,27,3,2,3,48,2,1,2,120,0,2,1,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,19,3,2,20,48,1,2,3,1000,0,2,3,2,2,2,2,2,1,1,3,1,2
2,"LIMA",1,34,3,1,30,48,2,2,4,1800,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,32,3,2,9,72,2,2,4,900,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,22,4,2,2,72,2,2,2,280,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",2,20,3,2,6,48,2,2,3,465,0,2,1,2,2,2,2,2,1,1,3,2,2
2,"LIMA",2,30,3,2,8,52,1,2,4,1200,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,29,3,2,8,44,2,2,4,1000,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,29,3,2,2,72,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,35,3,2,6,72,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,1,20,54,1,2,3,930,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,25,3,2,2,70,1,2,3,700,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,53,4,2,11,66,2,1,3,1150,0,2,3,1,2,2,2,2,1,1,5,1,2
3,"LIMA",1,29,3,2,10,74,1,2,3,750,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,2,1,48,1,2,2,250,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,28,3,2,4,60,1,2,2,850,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,25,3,2,3,72,2,2,4,900,0,1,3,2,2,2,2,2,1,1,4,2,2
3,"LIMA",2,26,3,2,5,60,1,2,4,850,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"LIMA",2,50,3,2,6,72,1,2,3,450,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",2,20,3,2,8,78,2,1,3,465,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,24,3,2,7,54,1,1,2,232,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,52,4,2,10,66,2,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,22,3,2,20,48,2,1,1,40,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,38,3,2,0,33,1,1,4,3500,0,2,3,1,2,2,2,2,1,1,4,3,2
3,"LIMA",1,22,4,2,5,78,1,2,2,180,0,2,1,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,20,6,2,1,72,1,1,2,240,0,2,2,2,2,2,2,2,1,1,2,1,2
3,"LIMA",2,21,3,2,4,54,2,1,1,30,0,2,2,2,2,2,2,2,1,1,2,1,2
3,"LIMA",2,19,3,2,10,56,2,2,3,420,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,20,3,2,30,91,1,2,2,280,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,36,4,1,60,112,1,2,2,520,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,2,30,70,2,2,4,2000,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,26,3,1,30,14,1,1,3,1500,0,2,1,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,38,4,2,8,48,2,2,3,470,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,33,3,1,82,48,1,2,3,380,0,1,1,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,36,3,2,9,27,1,1,2,150,0,2,3,2,2,2,2,2,1,1,2,1,2
3,"LIMA",1,18,3,2,4,60,1,2,2,180,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,21,3,2,3,60,1,2,3,180,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,32,3,2,2,72,2,2,3,430,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,39,4,2,10,72,2,2,2,300,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,45,4,2,8,60,2,2,2,360,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,25,4,2,2,70,2,2,2,280,56,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,28,4,2,60,60,2,2,2,400,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,29,4,2,30,48,2,2,2,250,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,31,3,2,30,47,2,2,4,1300,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,32,4,2,4,72,2,2,2,350,60,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,30,4,2,3,54,2,1,2,300,54,2,3,1,2,2,2,2,2,NA,NA,NA,1
2,"LIMA",1,21,3,2,4,24,2,2,1,175,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,31,4,1,0,43,1,2,4,1350,120,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,30,4,1,0,46,2,2,4,1350,120,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,42,6,2,1,66,2,2,3,600,42,2,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,28,3,2,1,72,2,2,4,850,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,29,4,2,12,66,2,2,3,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,28,3,2,12,65,2,2,3,500,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,26,3,2,4,60,1,2,2,270,0,1,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",1,20,3,2,3,72,1,2,2,180,0,1,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",1,24,4,2,20,72,1,2,2,250,0,2,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,36,4,2,0,56,1,1,2,317,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"LIMA",1,27,4,2,50,48,2,2,3,465,0,2,3,1,2,2,2,2,1,1,2,2,2
2,"LIMA",1,31,3,2,4,66,2,2,3,350,0,1,2,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,30,4,2,1,92,2,2,1,210,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,30,4,2,4,54,2,2,2,250,0,2,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,24,4,2,7,72,2,2,2,200,11,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,35,4,2,2,54,2,2,2,240,0,2,3,1,2,2,2,2,1,1,6,3,2
2,"LIMA",1,26,4,2,22,54,1,2,2,350,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,35,3,2,4,48,2,2,2,200,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",1,41,4,2,50,84,1,2,1,50,0,2,1,1,2,2,2,2,1,1,4,2,2
2,"LIMA",2,26,4,2,5,54,1,2,2,200,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,38,4,2,2,48,2,2,4,800,0,2,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",2,28,3,2,5,70,2,2,1,35,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"TUMBES",2,25,3,2,5,70,2,2,1,35,0,1,1,2,2,2,2,2,1,1,2,1,2
2,"TUMBES",2,49,3,2,4,84,2,2,2,175,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"TUMBES",1,32,4,2,4,41,1,1,2,150,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,27,4,2,4,44,1,1,2,200,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,24,3,2,8,76,2,2,2,210,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,34,3,2,10,63,2,2,2,225,0,1,3,2,2,2,2,2,1,1,3,2,2
2,"TUMBES",2,32,3,2,6,64,2,2,2,200,0,1,5,1,2,2,2,2,1,1,2,1,2
2,"TUMBES",1,30,3,2,5,42,2,2,2,120,0,1,1,2,2,2,2,2,1,1,2,1,2
2,"TUMBES",1,27,3,2,4,42,2,2,1,25,0,1,1,2,2,2,2,2,1,1,2,2,2
2,"TUMBES",1,32,4,2,4,77,2,2,2,250,0,1,1,2,2,2,2,2,1,1,2,1,2
2,"TUMBES",2,32,3,2,10,63,2,2,2,200,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"TUMBES",2,26,3,2,10,84,2,2,2,210,0,1,3,2,2,2,2,2,1,1,3,2,2
2,"TUMBES",1,36,4,2,3,77,2,2,2,250,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,35,4,2,3,49,1,2,2,150,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,29,4,2,3,24,2,1,1,50,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"TUMBES",1,22,4,2,2,2,1,1,1,20,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,24,4,2,6,72,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",1,35,4,2,5,54,1,2,2,360,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"TUMBES",2,49,4,2,30,60,2,2,1,30,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"TUMBES",2,23,3,2,10,72,2,2,1,30,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"TUMBES",1,48,3,2,2,72,2,2,3,465,0,1,3,1,2,2,2,2,1,1,2,1,2
2,"TUMBES",2,23,3,2,12,24,2,1,1,60,0,1,3,1,2,2,2,2,1,2,4,1,2
2,"TUMBES",1,32,4,2,6,0,2,2,2,210,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"TUMBES",1,21,4,2,19,72,2,2,1,40,0,1,2,2,2,2,2,2,1,1,2,1,2
2,"TUMBES",1,21,4,2,14,70,2,2,1,40,0,1,3,1,2,2,2,2,1,2,2,1,2
2,"TUMBES",1,33,3,2,2,56,2,2,1,30,0,1,3,1,2,2,2,2,1,2,2,1,2
2,"TUMBES",1,24,4,2,20,77,2,2,1,40,0,1,1,1,2,2,2,2,1,2,3,1,2
2,"TUMBES",1,36,4,2,4,60,2,2,4,1000,0,1,3,1,2,2,2,2,1,1,3,2,2
2,"TUMBES",1,38,4,2,2,72,2,2,3,720,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,32,4,2,2,48,2,2,2,120,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,33,4,2,2,84,2,2,1,25,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,37,3,2,1,98,2,2,1,30,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,20,3,2,6,84,2,2,4,840,0,1,3,2,2,2,2,2,1,1,2,1,2
2,"TUMBES",1,23,3,2,3,56,2,1,2,90,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"TUMBES",2,25,3,2,4,63,2,2,1,30,0,1,3,1,2,2,2,2,1,2,2,2,2
1,"TUMBES",1,24,3,2,1,98,2,2,1,35,0,1,2,1,2,2,2,2,1,2,3,1,2
1,"TUMBES",1,32,4,2,10,84,2,2,2,350,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,25,3,2,6,84,2,2,1,50,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"TUMBES",2,23,3,2,2,84,2,2,1,30,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"TUMBES",2,27,3,2,8,84,2,2,1,50,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",1,28,4,2,8,56,2,2,1,30,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,25,4,2,8,60,2,2,4,758,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,44,3,2,4,84,2,2,1,40,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,34,3,2,5,68,1,2,4,758,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,23,3,2,2,84,2,2,1,40,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,32,3,2,10,72,2,1,1,20,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,24,3,2,6,92,2,2,1,20,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,29,3,2,4,48,1,1,1,40,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,29,3,2,17,100,2,2,1,30,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"TUMBES",1,32,3,1,10,72,2,2,3,465,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"TUMBES",2,32,3,2,10,36,2,2,1,25,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",1,22,3,2,10,42,2,2,1,25,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"TUMBES",2,21,3,2,10,54,2,2,1,25,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",1,21,3,2,10,54,2,2,1,25,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"TUMBES",2,24,3,2,8,63,2,2,1,30,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",2,23,3,2,8,63,2,2,1,30,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"TUMBES",2,18,3,2,10,56,2,2,1,30,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",1,25,3,2,3,42,1,2,3,400,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",2,26,3,2,16,46,1,2,3,930,156,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",2,22,3,2,1,108,2,2,4,900,0,1,2,1,2,2,2,2,1,1,6,1,2
3,"AREQUIPA",1,37,4,2,20,76,1,1,2,480,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",2,42,3,1,6,58,1,2,3,430,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",2,22,3,2,12,83,1,2,3,930,156,2,3,1,2,2,2,2,1,1,5,2,2
3,"AREQUIPA",2,21,3,1,12,64,1,2,3,425,182,2,2,1,2,2,2,2,1,1,3,2,2
3,"AREQUIPA",2,26,3,2,1,80,1,2,4,900,0,1,2,1,2,2,2,2,1,1,4,2,2
3,"AREQUIPA",1,35,3,2,1,78,1,2,2,230,468,1,3,2,2,2,2,2,1,2,2,2,2
3,"AREQUIPA",1,34,3,1,10,48,1,2,3,800,0,1,3,1,2,2,2,2,1,1,3,3,2
3,"AREQUIPA",2,47,3,1,40,54,1,2,4,1000,0,1,2,2,2,2,2,2,1,1,4,1,2
3,"AREQUIPA",1,23,4,2,5,38,1,2,2,220,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",1,37,3,1,3,69,1,2,4,930,160,2,3,1,2,2,2,2,1,2,4,2,2
3,"AREQUIPA",2,28,3,2,NA,49,1,2,4,930,0,2,3,1,2,2,2,2,1,2,4,2,2
3,"AREQUIPA",1,25,4,1,20,36,1,2,2,420,0,1,3,2,2,2,2,2,1,1,4,1,2
3,"AREQUIPA",2,28,3,1,20,52,1,2,4,930,0,1,3,1,2,2,2,2,1,1,4,2,2
3,"AREQUIPA",1,29,3,2,35,68,1,2,4,1200,0,2,1,1,2,2,2,2,1,1,3,3,2
3,"AREQUIPA",1,32,3,2,3,72,1,2,3,600,0,1,3,1,2,2,2,2,1,2,2,1,2
3,"AREQUIPA",1,41,3,2,16,72,1,2,3,500,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",2,34,3,2,5,40,1,2,2,200,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",1,29,3,2,9,60,1,2,3,465,0,2,1,1,2,2,2,2,1,1,3,1,2
3,"AREQUIPA",1,42,3,1,5,54,1,2,3,800,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"AREQUIPA",1,36,3,2,2,72,1,2,3,450,0,1,1,1,2,2,2,2,1,1,3,1,2
3,"AREQUIPA",1,37,3,2,12,60,1,2,3,500,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"AREQUIPA",2,36,3,2,5,72,1,2,3,450,80,2,3,1,2,2,2,2,1,1,3,1,2
3,"AREQUIPA",1,37,3,2,14,60,1,2,4,1300,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
