"ESTRATO","DEPARTAMENTO","P204","P205_A","P608","P612","P613","P614","P614_T","P615_1","P615_2","P615_3","P615_4","P615_5","P615_6","P615_7","P615_8","P615_9","P615_10","P615_11","P615_12","P615_13","P615_14","P615_T","P616","P616A","P617","P618","P619","P620","P621","P622_1","P622_2","P623_1","P623_2","P623_3","P624_1","P624_2","P624_3","P624_4","P625","P626","P627","P628","P629","P630","P631","P632_1","P632_2","P632_3","P632_4","P632_5","P632_6","P632_7","P632_8","P632_9","P632_10","P632_I","P633","P634_1","P634_2","P634_3","P634_4","P634_5","P634_6","P634_7","P635","P636","P638_1","P638_1_1","P638_1_2","P638_2","P638_2_1","P638_2_2","P638_3","P638_3_1","P638_3_2","P638_4","P638_4_1","P638_4_2","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2","P639_2_1","P639_2_2","P639_2_3"
2,"PIURA",2,20,NA,3,2,1,4,9,9,0,0,0,9,9,0,0,0,0,0,0,0,36,1,NA,1,1,1,2,1,40,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
2,"PIURA",1,55,NA,3,2,1,4,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"PIURA",2,21,NA,3,2,1,3,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,1,2,2,1,2,100,42,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,1,2,NA,NA,NA
2,"PIURA",1,21,NA,3,2,1,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,63,1,NA,2,NA,2,1,2,300,225,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,NA,NA,NA
2,"PIURA",2,26,NA,3,2,1,2,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,3,400,255,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,2,2,NA,NA,NA
2,"PIURA",2,28,NA,3,2,1,5,8,8,8,8,8,8,8,0,0,0,0,0,0,0,56,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
2,"PIURA",1,33,NA,3,2,1,3,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,3,500,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,3,2,NA,NA,NA
2,"PIURA",2,28,NA,3,2,1,3,4,11,11,11,11,11,11,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,3,400,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,2,2,NA,NA,NA
2,"PIURA",1,23,NA,7,2,1,3,0,0,8,8,8,0,0,0,0,0,0,0,0,0,24,1,NA,1,1,1,2,1,40,12,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
3,"PIURA",1,50,NA,3,2,1,8,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,2,600,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
3,"PIURA",1,36,NA,3,2,1,8,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,2,420,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,1,2,3,1
3,"PIURA",1,37,NA,3,2,1,2,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,1,1,1,1,2,520,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"PIURA",2,37,NA,3,2,1,4,10,10,0,10,10,10,11,0,0,0,0,0,0,0,61,1,NA,2,NA,1,1,3,475,180,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"PIURA",1,26,NA,3,2,1,3,0,10,10,10,10,0,0,0,0,0,0,0,0,0,40,2,60,1,1,2,1,2,240,50,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"PIURA",1,21,NA,3,2,1,3,0,0,0,10,10,0,0,0,0,0,0,0,0,0,20,2,60,1,1,1,1,1,60,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"PIURA",1,25,NA,3,2,1,4,0,0,0,8,10,0,6,0,0,0,0,0,0,0,24,1,NA,1,1,1,1,1,80,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
4,"PIURA",1,31,NA,3,1,1,20,10,10,0,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,1,50,100,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"PIURA",2,20,NA,3,2,1,5,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,38,NA,3,2,1,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,18,2,50,1,1,1,1,1,70,10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"PIURA",1,36,NA,3,2,1,2,7,7,0,7,7,7,7,0,0,0,0,0,0,0,42,1,NA,2,NA,2,1,1,40,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"PIURA",2,38,NA,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,2,NA,2,6,1,30,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"PIURA",1,23,NA,3,2,1,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,20,2,60,1,1,1,1,2,140,20,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"PIURA",1,39,NA,3,1,1,8,0,9,9,9,9,9,6,0,0,0,0,0,0,0,51,1,NA,2,NA,2,1,2,400,60,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"PIURA",2,32,NA,3,2,1,3,8,8,8,0,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,1,50,100,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"PIURA",1,35,NA,3,2,1,2,0,0,8,0,0,8,0,0,0,0,0,0,0,0,16,2,70,1,1,1,1,2,100,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,6,1,2,NA,NA,NA
4,"PIURA",1,38,NA,3,2,2,30,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,2,360,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,2,NA,NA,NA
4,"PIURA",2,27,NA,3,2,1,2,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,1,40,7,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"PIURA",2,23,NA,3,2,1,3,7,7,7,0,7,7,7,0,0,0,0,0,0,0,42,1,NA,2,NA,2,1,2,178,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,6,1,2,NA,NA,NA
1,"PIURA",1,51,NA,3,2,1,5,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,2,300,50,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,6,1,2,NA,NA,NA
1,"PIURA",2,29,NA,3,2,1,6,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,1,40,10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,6,1,2,NA,NA,NA
1,"PIURA",1,22,NA,3,2,2,40,12,12,12,0,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
3,"PIURA",1,38,NA,3,2,1,15,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,2,50,1,1,1,1,2,300,100,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,14,NA,3,2,1,4,0,7,7,7,7,7,7,0,0,0,0,0,0,0,42,1,NA,2,NA,2,1,2,150,80,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,46,NA,3,2,1,18,0,0,10,0,10,0,0,0,0,0,0,0,0,0,20,2,50,1,1,1,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",2,27,NA,3,2,1,3,0,0,11,0,11,0,11,0,0,0,0,0,0,0,33,1,NA,1,1,1,1,1,30,10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,24,NA,3,2,2,27,0,9,9,9,9,0,0,0,0,0,0,0,0,0,36,2,45,1,1,1,1,2,700,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,26,NA,3,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,1,1,2,1,2,150,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,2,2,NA,NA,NA
3,"PIURA",2,22,NA,3,2,1,5,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,3,500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,30,NA,3,2,1,12,11,11,11,0,0,0,0,0,0,0,0,0,0,0,33,2,45,1,1,1,1,2,210,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",2,35,NA,3,2,1,2,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,100,50,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,6,2,2,NA,NA,NA
3,"PIURA",2,24,NA,3,2,1,2,0,12,0,12,0,0,0,0,0,0,0,0,0,0,24,2,40,1,2,2,1,3,600,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,6,1,2,NA,NA,NA
3,"PIURA",1,23,NA,3,2,1,4,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,6,1,2,NA,NA,NA
3,"PIURA",2,27,NA,3,2,2,45,0,0,12,12,12,0,0,0,0,0,0,0,0,0,36,1,NA,1,1,1,1,1,40,10,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",1,27,NA,3,2,1,10,11,11,11,11,0,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,350,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",2,40,NA,3,2,1,5,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,1,40,10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"PIURA",1,32,NA,3,2,1,2,13,13,13,13,13,13,13,3,3,3,3,3,3,3,112,1,NA,2,NA,2,1,1,60,10,NA,NA,NA,900,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"PIURA",1,33,NA,3,2,1,6,0,8,8,8,8,8,5,0,0,0,0,0,0,0,45,1,NA,2,NA,1,1,2,450,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
4,"PIURA",1,31,NA,3,2,1,3,0,0,0,0,9,9,6,0,0,0,0,0,0,0,24,2,50,1,1,1,1,2,140,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"PIURA",2,31,NA,3,2,1,3,0,10,10,10,10,0,10,0,0,0,0,0,0,0,50,1,NA,2,NA,1,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
5,"TUMBES",1,53,NA,3,2,1,4,0,0,8,8,8,8,8,0,0,0,0,0,0,0,40,1,NA,2,NA,2,1,2,250,50,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"TUMBES",1,26,NA,3,2,1,4,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,1,1,1,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
2,"TUMBES",2,20,NA,6,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,12,2,NA,2,2,1,100,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,1,1,320,2,NA,NA,NA,2,NA,NA,NA
2,"TUMBES",1,23,NA,3,2,1,4,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,3,360,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"TUMBES",1,38,NA,3,2,1,11,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,1,1,4,1150,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"TUMBES",2,37,NA,6,2,1,1,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,1,1,1,1,4,400,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
2,"TUMBES",2,26,NA,6,2,1,1,8,8,0,8,0,8,0,0,0,0,0,0,0,0,32,1,NA,2,NA,1,1,4,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"TUMBES",1,26,NA,3,2,1,20,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,4,1516,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
2,"TUMBES",2,42,NA,3,2,1,2,11,11,11,11,11,11,11,0,0,0,0,0,0,0,77,1,NA,2,NA,2,1,4,649,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
1,"TUMBES",1,31,NA,3,2,1,5,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"TUMBES",2,49,NA,6,2,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,21,1,NA,1,1,1,1,1,20,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
