"ESTRATO","DEPARTAMENTO","P204","P205_A","P612","P613","P614_T","P615_T","P617","P619","P621","P622_1","P622_2","P625","P635","P636","P638_1","P638_2","P638_3","P638_4","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2"
3,"LIMA",2,32,3,1,60,72,2,2,2,350,0,2,3,1,2,2,2,2,1,1,4,2,2
4,"LIMA",2,26,3,2,4,66,2,2,2,300,0,2,3,2,2,2,2,2,1,1,2,2,2
4,"LIMA",1,27,3,2,2,77,2,2,3,500,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,25,3,2,3,66,2,2,2,225,0,2,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",1,37,3,2,300,91,2,2,4,1200,0,2,3,1,2,2,2,2,1,1,4,2,2
4,"LIMA",2,35,3,2,300,91,2,2,4,1200,0,2,3,2,2,2,2,2,1,1,4,2,2
4,"LIMA",1,38,3,2,51,48,1,2,2,370,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,34,3,1,35,72,2,2,2,300,0,2,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",1,27,3,2,9998,60,2,2,2,300,0,2,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",1,38,3,2,2,48,1,1,1,70,0,1,2,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,17,3,2,2,35,1,1,2,150,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,20,3,2,15,52,2,2,3,350,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",2,45,6,2,2,36,1,2,4,900,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,20,3,1,200,40,2,1,4,289,0,2,1,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,25,6,2,3,62,2,1,2,200,40,2,3,1,2,2,2,2,1,1,3,2,2
3,"LIMA",2,38,3,2,2,75,2,1,2,220,0,1,3,2,2,2,2,2,1,2,2,1,1
3,"LIMA",2,17,3,2,10,52,2,2,2,250,0,2,3,2,2,2,2,2,1,2,4,1,2
3,"LIMA",1,41,3,2,30,71,2,2,3,640,0,1,3,1,2,2,2,2,1,2,3,1,2
3,"LIMA",2,37,3,1,3,48,1,1,3,350,48,1,1,1,2,2,1,2,2,NA,NA,NA,2
3,"LIMA",1,44,3,2,3,66,2,2,2,400,0,2,1,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,25,6,2,2,96,2,2,3,450,224,2,2,1,2,2,2,2,1,1,3,1,2
4,"LIMA",2,35,3,2,4,66,2,2,3,500,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,33,3,2,45,0,2,2,1,45,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,39,3,2,10,77,1,2,3,980,0,2,3,2,2,2,2,2,1,1,3,2,1
4,"LIMA",2,27,3,2,10,54,1,1,2,220,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,44,3,2,3,26,1,1,2,280,20,1,3,1,2,2,2,2,1,1,3,1,2
4,"LIMA",1,47,3,1,50,42,2,2,4,1600,0,1,3,1,2,2,2,2,1,1,3,2,2
4,"LIMA",2,30,3,2,3,24,1,2,1,80,0,2,3,1,2,2,2,2,1,1,2,2,1
4,"LIMA",2,32,3,1,3,33,1,2,1,70,0,2,2,1,2,2,2,2,1,2,2,1,2
4,"LIMA",2,31,3,1,3,66,2,2,2,300,0,2,3,1,2,2,2,2,1,2,2,1,2
4,"LIMA",1,49,3,2,8,56,2,2,2,650,0,2,1,2,2,2,2,2,1,1,4,1,2
2,"LIMA",1,38,3,1,5,60,1,2,2,300,60,1,3,1,2,2,2,2,1,2,4,2,2
2,"LIMA",1,15,3,2,3,60,2,2,2,300,60,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,30,3,2,3,54,1,2,2,360,60,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,29,3,2,80,48,1,1,4,1000,182,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,30,3,2,3,48,1,2,2,450,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"LIMA",2,29,3,2,25,72,2,2,4,1000,0,2,3,1,2,2,2,2,1,2,4,2,2
2,"LIMA",2,29,3,1,60,48,1,2,4,1300,390,2,3,2,2,2,2,2,1,2,4,2,2
2,"LIMA",2,35,3,2,2,52,1,2,3,600,0,2,3,2,2,2,2,2,1,2,3,2,2
2,"LIMA",1,38,3,2,2,60,2,2,2,225,0,1,3,1,2,2,2,2,1,2,3,1,2
2,"LIMA",2,37,3,1,30,50,2,2,4,850,0,1,3,1,2,2,2,2,1,2,2,1,2
2,"LIMA",1,39,3,2,3,70,2,2,2,315,21,1,3,1,2,2,2,2,1,2,2,1,2
2,"LIMA",2,34,3,1,35,72,1,2,2,308,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,27,3,2,2,40,1,1,2,250,40,1,3,1,2,2,2,2,1,1,6,1,2
2,"LIMA",1,48,3,2,15,72,2,2,4,1208,0,1,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",1,33,3,2,6,55,2,2,2,350,60,2,3,1,2,2,2,2,1,2,6,1,2
2,"LIMA",1,33,3,2,5,50,2,1,2,585,0,1,1,1,2,2,2,2,1,2,2,1,2
2,"LIMA",1,56,3,1,4,50,1,2,2,910,0,1,1,2,2,2,2,2,1,2,2,1,2
2,"LIMA",2,31,6,2,2,48,2,2,3,500,390,2,4,2,2,2,2,2,1,2,3,2,2
2,"LIMA",1,27,3,2,7,50,1,2,2,420,0,2,3,2,2,2,2,2,1,2,3,2,2
2,"LIMA",1,40,6,2,1,72,1,2,4,750,390,2,3,1,2,2,2,2,1,2,3,2,2
2,"LIMA",1,23,3,2,8,60,2,1,2,250,0,2,3,2,2,2,2,2,1,2,4,2,2
2,"LIMA",1,39,3,1,4,72,1,2,4,1000,390,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,38,3,2,3,48,1,2,1,35,0,1,2,1,2,2,2,2,1,2,4,2,2
3,"LIMA",2,45,3,2,11,56,2,1,3,600,0,2,3,1,2,2,2,2,1,2,3,1,2
3,"LIMA",1,21,3,1,250,45,2,2,4,1000,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,37,3,2,40,70,2,2,1,70,0,2,3,1,2,2,2,2,1,1,2,1,2
1,"LIMA",1,26,3,1,60,48,2,2,3,950,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,29,3,2,30,66,1,2,2,250,0,1,1,1,2,2,2,2,1,2,3,1,2
3,"LIMA",2,37,3,1,501,48,2,2,4,1135,0,2,3,1,2,2,2,2,1,2,3,2,1
1,"LIMA",2,44,3,2,3,36,2,2,1,45,10,1,3,1,1,2,2,2,1,2,2,1,2
1,"LIMA",1,20,3,2,15,72,2,2,3,600,0,2,2,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,19,3,2,2,54,2,2,2,250,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",1,34,3,2,2,62,2,2,4,1000,0,1,3,1,2,2,2,2,1,2,4,1,2
1,"LIMA",2,27,3,2,4,48,1,2,2,220,0,1,2,2,2,2,2,2,1,1,3,1,2
2,"LIMA",1,37,3,1,20,78,2,2,3,700,0,2,3,1,2,2,2,2,1,2,3,1,2
2,"LIMA",2,30,3,2,3,48,2,1,3,600,0,2,3,1,2,2,2,2,1,2,3,1,2
1,"LIMA",1,26,3,2,10,56,1,2,1,50,10,2,1,1,2,2,2,2,1,2,4,1,2
1,"LIMA",1,39,3,1,24,45,2,2,4,2200,0,2,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",2,35,3,1,501,63,2,2,4,3000,0,2,3,1,2,2,2,2,1,1,3,2,2
1,"LIMA",1,32,3,2,3,54,1,2,3,500,60,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"LIMA",2,33,6,2,1,15,1,2,1,30,20,2,3,1,2,2,2,2,1,2,4,1,2
1,"LIMA",1,48,3,2,25,72,2,2,3,1200,0,1,2,1,2,2,2,2,1,2,4,1,2
1,"LIMA",2,48,3,2,25,41,1,1,3,390,0,1,3,1,2,2,2,2,1,2,4,1,2
5,"LIMA",1,35,3,2,2,0,1,1,1,40,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
5,"LIMA",1,19,3,2,5,0,1,1,4,900,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
5,"LIMA",1,31,3,2,4,44,2,2,2,200,0,1,3,1,2,2,2,2,1,1,5,1,2
3,"LIMA",2,40,3,2,40,55,2,2,2,300,0,2,3,1,2,2,2,2,1,2,3,2,2
2,"LIMA",2,36,3,2,2,42,1,2,1,20,8,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",1,54,3,1,3,72,2,2,4,1746,0,2,3,1,2,2,2,2,1,1,4,3,2
2,"LIMA",1,32,3,2,25,66,2,2,3,400,0,2,1,1,2,2,2,2,1,2,2,1,2
2,"LIMA",1,31,3,2,6,66,2,2,3,550,0,2,3,1,2,2,2,2,1,1,5,1,2
2,"LIMA",2,45,6,2,1,24,1,2,1,30,8,1,3,2,2,2,2,2,1,2,4,1,2
2,"LIMA",1,33,3,2,6,66,2,2,3,900,0,2,3,1,2,2,2,2,1,1,3,1,2
2,"LIMA",2,31,3,2,300,49,2,2,4,930,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"LIMA",2,26,3,2,60,54,2,2,4,930,0,1,3,1,2,2,2,2,1,1,4,2,2
2,"LIMA",1,28,3,1,150,76,2,2,3,750,200,2,3,1,2,2,2,2,1,1,3,2,2
2,"LIMA",2,32,3,1,18,50,2,2,4,1200,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",1,27,3,1,9998,50,2,2,3,600,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"LIMA",2,27,3,1,9998,24,2,2,4,465,0,1,2,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,45,3,1,15,55,1,2,3,750,225,1,3,1,2,2,2,2,1,1,6,2,2
3,"LIMA",2,41,6,2,1,48,2,2,3,1050,0,1,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,22,3,2,3,42,2,2,2,180,0,1,3,1,2,2,2,2,1,2,3,1,2
4,"LIMA",1,31,3,2,4,69,2,1,2,400,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,30,3,2,6,58,2,2,4,1350,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,22,3,2,5,42,2,2,2,400,0,1,3,2,2,2,2,2,1,1,2,1,2
4,"LIMA",1,51,3,2,4,48,2,2,2,600,0,1,3,1,2,2,2,2,1,1,4,1,2
4,"LIMA",2,59,3,2,4,48,2,2,2,250,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,32,3,2,4,48,2,2,2,180,0,1,1,1,2,2,2,2,1,1,6,1,2
4,"LIMA",1,43,3,2,11,77,2,1,2,370,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,39,3,2,3,55,2,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",2,33,3,2,15,60,2,2,2,250,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,50,3,2,15,73,2,2,2,300,0,2,3,1,2,2,2,2,1,1,4,1,2
3,"LIMA",1,30,3,2,15,58,2,2,2,300,60,2,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,36,3,2,2,0,2,2,2,240,0,2,3,2,2,2,2,2,1,1,4,1,2
3,"LIMA",1,19,3,2,15,54,2,2,2,250,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,34,3,2,5,43,2,2,3,500,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,24,3,2,5,54,1,2,3,450,0,1,3,1,2,2,2,2,1,1,2,1,2
3,"LIMA",1,43,3,2,30,21,1,1,2,280,0,1,1,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,44,3,2,30,21,1,1,2,280,0,1,3,2,2,2,2,2,1,1,3,1,2
3,"LIMA",1,22,3,2,3,48,2,2,2,150,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,18,3,2,30,5,1,1,2,90,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,19,3,2,30,13,1,1,2,120,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,27,3,2,3,63,2,2,2,180,0,1,3,2,2,2,2,2,1,1,2,1,2
3,"LIMA",2,45,3,2,2,54,2,2,2,250,0,1,3,1,2,2,2,2,1,1,3,1,2
5,"LIMA",1,31,3,2,4,65,2,2,2,280,0,1,2,1,2,2,2,2,1,1,3,1,2
5,"LIMA",1,29,3,2,3,66,2,2,2,250,48,1,3,1,2,2,2,2,1,1,3,1,2
5,"LIMA",1,51,3,1,2,48,2,1,1,60,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,28,3,2,5,72,2,2,2,350,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",2,27,3,1,7,30,1,2,1,500,0,1,1,1,2,2,2,2,1,1,3,1,2
3,"LIMA",1,19,3,2,6,60,1,2,3,475,0,2,3,2,2,2,2,2,1,1,6,1,2
4,"LIMA",1,30,3,2,10,60,2,2,2,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
3,"LIMA",1,30,3,2,3,60,1,2,2,300,0,1,2,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,18,3,2,4,62,1,1,2,200,0,1,3,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,24,3,2,2,26,1,1,4,1200,0,1,3,1,2,2,2,1,1,2,2,1,2
4,"LIMA",2,43,3,2,6,60,2,2,3,1500,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
4,"LIMA",1,39,3,1,600,68,2,2,3,3500,0,2,3,1,2,2,2,2,1,1,4,3,2
3,"LIMA",1,27,3,2,2,60,2,2,2,180,0,1,1,1,2,2,2,2,1,2,4,1,2
3,"LIMA",1,34,3,2,2,105,2,2,2,237,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"LIMA",2,32,6,2,2,90,2,2,4,800,0,1,3,1,2,2,2,2,1,1,3,1,2
3,"ICA",1,45,3,1,6,54,2,2,2,380,120,1,3,2,2,2,2,2,1,1,4,2,2
4,"ICA",1,34,3,2,20,67,2,2,2,385,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
4,"ICA",2,35,3,2,8,54,1,2,2,240,90,1,2,1,2,2,2,2,1,1,6,1,2
4,"ICA",2,29,3,2,4,63,2,2,1,35,10,1,3,1,2,2,2,2,1,1,2,1,2
4,"ICA",1,38,3,1,50,56,2,2,3,900,0,1,1,1,2,2,2,2,1,1,4,2,2
4,"ICA",2,43,3,2,2,9,1,2,2,100,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
5,"ICA",1,47,3,1,300,50,2,2,2,390,30,2,3,1,2,2,2,2,1,1,6,1,2
5,"ICA",2,42,3,1,500,40,1,2,2,380,48,2,3,2,2,2,2,2,2,NA,NA,NA,2
4,"ICA",1,24,3,2,3,59,1,2,2,350,0,1,2,2,2,2,2,1,1,1,3,2,2
4,"ICA",1,56,3,2,3,30,2,2,2,420,0,2,2,1,2,2,2,2,1,1,2,1,2
4,"ICA",2,31,3,1,30,48,1,2,2,330,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
4,"ICA",1,66,3,2,20,78,1,2,2,405,60,2,3,1,2,2,2,2,1,1,4,1,2
4,"ICA",1,55,3,2,4,36,1,2,2,360,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
4,"ICA",2,49,3,1,501,40,2,2,2,368,120,2,2,2,2,2,2,2,1,1,2,1,2
4,"ICA",1,22,3,1,35,56,2,2,3,900,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
4,"ICA",1,29,3,2,3,56,1,2,2,420,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",1,26,3,2,4,91,2,2,2,320,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"ICA",2,28,3,2,80,68,2,2,2,260,0,2,3,2,2,2,2,2,1,1,4,1,2
2,"ICA",2,44,3,2,3,66,2,2,2,300,0,1,3,2,2,2,2,2,1,1,4,1,2
2,"ICA",1,27,3,2,18,52,2,2,3,620,180,1,3,1,2,2,2,2,1,1,5,1,2
2,"ICA",1,17,3,2,2,45,2,2,2,200,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,36,3,1,80,66,2,2,2,450,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,36,3,2,6,66,2,2,2,420,60,1,3,1,2,2,2,2,1,2,4,1,2
1,"ICA",2,43,6,2,1,18,2,2,4,400,0,1,3,2,2,2,2,2,1,2,4,2,2
1,"ICA",1,18,3,2,5,66,2,2,2,420,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,32,3,2,6,72,2,2,2,350,0,1,3,1,2,2,2,2,1,2,4,2,2
1,"ICA",2,29,3,2,54,66,2,2,3,600,0,2,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",2,46,3,2,5,29,1,2,1,50,30,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,38,3,2,12,68,2,2,2,420,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",2,22,3,2,58,48,1,1,3,600,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,36,3,2,8,60,2,2,2,450,0,1,3,1,2,2,2,2,1,1,3,2,2
3,"ICA",1,50,3,2,10,72,2,2,1,40,10,1,1,1,2,2,2,2,1,2,2,1,2
3,"ICA",2,47,3,1,6,54,2,2,3,600,90,2,1,1,2,2,2,2,1,2,3,1,2
3,"ICA",2,28,3,2,8,54,2,2,1,35,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,35,3,2,2,72,1,1,2,350,0,1,1,1,2,2,2,2,1,2,3,1,2
3,"ICA",1,39,3,2,2,48,1,2,2,160,0,1,3,1,2,2,2,2,1,2,3,2,2
3,"ICA",2,24,3,2,4,66,2,2,1,40,15,1,3,1,2,2,2,2,1,2,3,1,2
3,"ICA",1,36,3,2,2,60,2,2,2,360,0,1,2,1,2,2,2,2,1,2,3,1,2
3,"ICA",2,30,3,2,3,73,2,2,2,210,35,1,3,1,2,2,2,2,1,2,3,1,2
2,"ICA",2,35,3,2,6,72,2,2,3,650,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,48,3,2,5,48,2,2,2,400,0,1,1,1,2,2,2,2,1,2,4,1,2
2,"ICA",1,29,3,2,4,65,1,2,2,350,40,1,3,1,2,2,2,2,1,1,4,2,2
2,"ICA",1,31,3,2,5,90,2,2,2,420,0,1,3,1,2,2,2,2,1,2,4,1,2
2,"ICA",2,22,3,2,3,64,2,2,2,200,60,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"ICA",1,26,3,2,8,72,2,2,2,300,100,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,18,3,2,2,32,2,2,1,40,0,1,3,2,1,2,2,2,2,NA,NA,NA,2
2,"ICA",2,44,3,2,6,40,1,2,1,20,21,1,3,1,2,2,2,2,1,1,4,1,2
2,"ICA",2,21,3,2,3,36,2,2,1,25,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,19,3,2,3,48,2,2,1,30,60,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,24,6,2,1,42,2,2,2,200,180,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,33,3,1,8,60,2,2,2,350,100,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,22,3,2,4,84,2,2,2,350,63,1,3,2,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,39,3,2,4,60,1,2,2,240,70,1,2,1,2,2,2,2,1,2,3,1,2
2,"ICA",1,44,3,2,7,48,2,2,4,350,180,1,1,1,2,2,2,2,1,1,2,1,2
2,"ICA",2,45,3,2,7,42,2,2,2,350,50,1,1,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,34,3,2,3,42,2,2,2,270,0,1,2,1,2,2,2,2,1,2,1,1,2
2,"ICA",1,27,3,2,2,84,2,2,1,50,0,1,1,1,2,2,2,2,1,2,4,2,2
2,"ICA",2,24,3,2,2,48,1,1,2,300,0,1,1,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,50,3,2,3,32,2,1,1,40,7,1,2,1,2,2,2,2,1,2,4,1,2
2,"ICA",1,21,3,2,5,60,2,2,2,400,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",2,19,3,2,9,48,1,1,2,250,60,1,1,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",1,25,3,2,4,60,2,2,2,320,60,1,1,1,2,2,2,2,1,2,3,2,2
2,"ICA",1,25,3,2,5,88,2,2,2,360,0,1,1,1,2,2,2,2,1,2,3,1,2
2,"ICA",2,31,6,2,1,78,1,2,4,500,0,1,1,2,2,2,2,2,1,2,2,1,2
2,"ICA",2,25,3,2,6,60,2,2,3,600,75,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,24,3,2,2,72,2,2,2,400,50,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,26,3,2,10,56,1,2,2,350,70,1,1,2,2,2,2,2,1,1,2,1,2
3,"ICA",2,32,3,2,5,48,2,2,4,1200,25,1,3,2,2,2,2,2,1,1,4,1,2
3,"ICA",2,57,3,2,4,48,2,2,4,600,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,19,3,2,2,5,2,2,2,40,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,25,3,2,4,66,2,2,1,40,8,1,2,1,2,2,2,2,1,1,2,1,2
3,"ICA",2,50,6,2,2,18,1,2,1,40,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,28,3,2,4,37,2,2,2,350,50,1,3,1,2,2,2,2,1,2,2,1,2
3,"ICA",1,18,3,2,3,76,2,2,2,200,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,19,3,2,4,60,2,2,2,230,72,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,18,3,2,10,56,2,2,3,260,150,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,36,3,1,10,55,2,2,2,360,10,1,2,1,2,2,2,2,1,1,4,1,2
3,"ICA",1,34,3,2,3,54,2,2,1,60,12,1,1,1,2,2,2,2,1,1,3,1,2
3,"ICA",2,46,6,2,1,6,2,2,2,50,0,1,2,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,21,3,2,2,48,2,2,1,50,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,16,3,2,4,72,2,2,2,270,70,1,3,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,27,6,2,1,40,2,2,3,480,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",1,32,3,1,10,56,2,2,1,60,0,1,3,1,2,2,2,2,1,1,3,1,2
2,"ICA",2,65,6,2,2,30,2,2,3,400,120,1,3,1,2,2,2,2,2,NA,NA,NA,2
2,"ICA",1,25,3,2,6,45,2,2,2,300,0,1,2,1,2,2,2,2,1,1,4,1,2
2,"ICA",2,27,3,2,4,62,2,2,2,120,0,1,3,1,2,2,2,2,1,1,4,1,2
2,"ICA",1,27,3,2,11,41,2,1,1,70,0,1,3,1,2,2,2,2,1,1,5,2,2
2,"ICA",1,28,3,2,4,46,2,2,2,500,0,1,1,1,2,2,2,2,1,1,3,1,2
2,"ICA",1,24,3,2,8,46,2,2,2,500,0,2,3,1,2,2,2,2,1,2,2,3,2
2,"ICA",1,37,3,1,5,72,2,2,2,300,60,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,20,3,2,2,56,2,2,1,30,20,1,2,2,2,2,2,2,1,1,2,1,2
3,"ICA",2,30,3,2,8,54,1,2,1,40,15,1,1,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,31,3,2,5,77,2,2,1,45,15,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,37,3,2,7,48,1,1,2,350,0,1,2,2,2,2,2,2,1,2,3,2,2
3,"ICA",1,38,3,2,7,70,2,2,1,45,15,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,37,3,2,6,72,2,2,2,300,60,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",2,36,3,2,4,77,2,2,1,50,15,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,29,3,1,85,60,1,2,2,320,0,2,3,1,2,2,2,2,1,2,3,1,2
1,"ICA",2,31,3,2,2,35,2,1,2,120,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,34,3,1,6,72,2,2,4,1100,500,1,2,1,2,2,2,2,1,2,4,2,2
1,"ICA",1,20,3,2,10,65,1,1,2,300,0,2,3,2,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,41,3,1,25,72,2,2,3,885,0,1,3,1,2,2,2,2,1,2,4,2,2
3,"ICA",1,25,3,2,15,54,2,1,3,500,120,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,28,3,1,500,42,2,2,2,163,0,2,1,1,2,2,2,2,1,1,2,1,2
1,"ICA",1,30,3,2,6,24,2,2,2,720,0,1,3,1,2,2,2,2,1,1,4,1,2
1,"ICA",1,36,3,2,4,60,2,2,2,390,60,1,1,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",2,24,3,2,8,60,2,2,2,450,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,21,3,2,5,50,1,2,2,400,0,1,1,1,2,2,2,2,1,2,3,1,2
3,"ICA",1,28,3,2,6,48,2,2,3,550,0,1,1,1,2,2,2,2,1,1,3,1,2
3,"ICA",2,45,3,2,3,35,1,2,2,150,25,1,3,1,2,2,2,2,1,2,2,1,2
3,"ICA",2,25,3,2,2,14,1,1,1,40,10,1,3,1,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,22,3,2,4,54,1,1,2,400,0,1,1,2,2,2,2,2,2,NA,NA,NA,2
3,"ICA",1,28,3,2,9,60,2,2,2,300,60,1,3,1,2,2,2,2,1,1,4,1,2
3,"ICA",2,27,3,2,3,49,1,2,1,25,15,1,3,2,2,2,2,2,1,2,4,1,2
3,"ICA",1,28,3,1,3,58,1,2,2,400,0,2,1,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",2,47,3,1,20,48,2,2,4,1200,0,1,3,1,2,2,2,2,1,1,4,2,2
1,"ICA",1,47,3,1,150,70,2,2,2,400,0,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,18,3,1,150,66,2,2,2,350,0,1,3,2,2,2,2,2,2,NA,NA,NA,2
1,"ICA",1,38,3,2,4,48,2,2,2,300,60,1,3,1,2,2,2,2,2,NA,NA,NA,2
1,"ICA",2,29,6,2,2,8,2,2,2,50,12,1,3,1,2,2,2,2,1,1,5,1,2
1,"ICA",2,24,3,2,3,60,2,1,2,240,60,1,3,1,2,2,2,2,1,2,3,1,2
1,"ICA",1,32,3,2,60,45,2,2,2,330,5,1,3,1,2,2,2,2,1,2,2,1,2
1,"ICA",2,44,6,2,1,40,2,2,2,250,40,1,3,1,2,2,2,2,1,1,4,1,2
